mp-1040471 Mn(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704545 RbPr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559851 Cs4Rb2Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561991 Li3VP3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211010 Na3VO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-772529 Li3MnCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221822 Li6NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274766 Ca2VWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-743841 CrTe(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753335 La3CoW(SO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777761 Ca2TaCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753994 NiSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754594 Li2Ni3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305951 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558484 VZn6P3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757778 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209629 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752506 CoH4(NO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757633 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311022 Rb5FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759726 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037825 UCd(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212123 VH2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19042 Li3Mn2V5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079450 HfV2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-706588 LiVGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226199 Li(CoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23999 Li2MnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222140 MnP2WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752802 Zr(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560911 Na8Ti3Fe(Si4O11)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625381 LiVBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1317142 EuTl(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760869 Li2VPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758641 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103970 Ba2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757211 Li2Mn5Si5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556289 KMnH5(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774589 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771874 Li8Bi2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177269 Li14Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581225 V2Ni(TeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178024 K4Ti3Co(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1362582 Li3MnCoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-674948 CoH12PdC4(NO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196885 Ni2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780732 AlFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705361 Mn2PH9(C4O3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177582 LiVTeO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-561063 KSb(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272719 CrB3(HO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27494 VPPb3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7342 SrV2TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280637 Fe6Ge2(CO)23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176388 Ba2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661854 KMg30FeO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779064 FeB2C6(O3F4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756775 CrMoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752848 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197360 Li5Ti2Mn3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178228 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775200 Na7Fe4(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226968 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227662 KSm(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744193 CsPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755733 Cr2(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558997 Fe3OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201529 Mo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228826 Fe7O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698655 NbCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224708 SrLaTaNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772673 CrSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752550 Mn2CuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177493 Na2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275133 Na3Li(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757550 LiFe2F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104967 CrH18C5(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26825 Mn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 Li2CoSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096960 K2FeH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1664907 Li4Ti2Fe3Co3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752925 Cs2MnOF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-563010 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212769 Ta2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105091 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181015 Li4Nb3Cr2Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557676 Ag2Te3Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530444 RbSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100681 LiMnPH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225390 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622521 Er2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208644 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196754 MoH20C7NClO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188376 V2Zn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17824 Y2Mn(Si3O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9844 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209081 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190083 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 Ba2ScV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555913 La5MnRe3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760105 TiCr7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770639 Sr4Fe2CoNiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18850 CrHgO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758198 Sr16V8O31 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18571 NiSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561940 Y2MnSbO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776630 Nd2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25266 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209602 RbVSeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650507 LiMn(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765775 VIO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546989 Li2CoO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197024 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216804 Ba2NiMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772600 Ca2CoTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756584 K2MgCr2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555748 Fe2C4Cl2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19894 Li4Cr3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19247 Li3V(H4O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559723 Sr5Ti4FeO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218716 NbTlV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212175 Na2Mo2As3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752885 Ba3Mo2(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753636 Li7Ni(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8798 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770939 La7SmTi2V6O20 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-762643 V9O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756465 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17950 MgFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557923 VSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744858 LiVNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221069 Mg2TaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753193 Na4V2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1202981 CrHg(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218963 K2CrSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197826 Li2Ni(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291800 Li6ScFe5(SiO3)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767265 Ba2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12580 Li4MnO2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756423 VIn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174485 Cs2CrH2Cl5O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19128 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272234 CaTiCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755680 NaV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219299 BaLi2NiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208438 Sr9Mn5Co2O21 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-772121 KLiLu2(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26297 Fe2Ir2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9859 Sr2CaFe2Bi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199176 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218914 Li3Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104323 Li2NiCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1665328 K2SrTh2(MoO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561778 Ca2Mn2Si4O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218672 Li2VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221877 V4(AgO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755041 ErCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754697 Li2MnO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222591 KCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1694 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095337 MnZnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760848 Li6Mn5CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214115 Sr2VBrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9993 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756275 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765857 SrCaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777793 SmCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553947 La2MnRuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174346 VH12N3O5F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101185 VGa(CuO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221941 HfMg30FeO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176017 Sr4La4Mn7CuO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1035395 V16Bi3O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204421 CrF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111290 V14Fe5O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755563 RbHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753103 V2Cu3H6O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201597 Ca2Pr4(Mo2O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771332 LiV2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212303 Li4TiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757835 Sr3LaV3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17192 Li2AlCr2SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222089 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210635 Ba12(CoO3)11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765600 CoH13C2N4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752598 K6Na2V2S7O30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1003 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002572 Co6OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754620 CaCrH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765430 VSnPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753283 CrPtO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559525 LiTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2270 LiMn5(CuO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755622 VZnSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104440 CsAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211349 Na3MnAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753446 Ni5SbH17C15NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755176 Co(AsO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198591 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774897 V2P2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757345 LiFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772682 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204233 UMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757611 Li4V2Ni3Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644594 AlCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209788 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753609 BaLa2TiCr2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178789 KMg2AlFeSi3(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765149 Ba2MoO3F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22421 Ti2Co(PO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25273 KRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752944 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101657 Li2VSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18992 Na2U(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173171 Na3CrBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765352 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27604 Co2P3H11N2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770416 KV3(PbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 CrSb2H12(C2O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105401 SrCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768837 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764791 MnSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7986 VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1075973 KCrPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29189 LiV3(OF2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079069 TiNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19006 Li2MnOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849362 RbVH6SeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19046 ZnCoMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554340 Ca4Ga3FeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25247 CoCBrN4O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-623924 Ca2ZnFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542027 Na2CoSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755211 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222340 Sr3Ca6V7BiO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222155 Sr9LuV7O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754284 NaNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228210 Sr(FeO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1104363 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218517 MnAgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758380 Sr3Fe2Ag2S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-695044 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213682 Sr2TaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756551 V4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218767 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206136 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771013 Fe2C9(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208827 Ba2GdCoCu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572452 VTeH11(NO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562762 Fe2AsH19SO18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1572819 SrFe2S2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198790 KV2AgO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180493 Tb2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770349 U7V5Ag3O35 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-558836 TaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100751 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-714885 CoTe(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203641 V(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19167 Li4Co3Sn2Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758336 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768304 Fe3(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213137 Mn11Fe(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32471 K2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761177 Co4Ge(CO)13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773097 K2MgMo2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22373 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228787 CsUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178894 V3Bi(PbO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196870 Sr20V15O49 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622619 Mg4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697924 Ta2CrNO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1210913 Cs2FeH2Cl5O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780295 Bi2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214126 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755064 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195998 Li2VCr(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19313 Li8Fe3Ni7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195001 Rb2Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19321 LiTiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10495 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752696 Li2Ti2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704114 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209294 ZnCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227657 Li4Cr3GaO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757799 TlBi(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-510459 ErCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20032 Ba2HoV3O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850195 Li2MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849269 CsMoP2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18990 Tl2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222689 Zn3Si3(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559456 FeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277038 Li2TiCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755946 Mn(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19251 Na2CoAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218705 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757124 Li2Fe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775982 CoAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213319 Mn2Sb2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754820 RbIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776099 Sr5V3HO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195788 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559443 Sr3La2Mn6(O2F)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-6414 La2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214599 Li2Fe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216798 Li2VP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757413 Sr2Ca2Mn3FeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561894 Li3Co(NiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675534 Ba2SmMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176731 NaNi4(P2O11)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1278537 NiTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
