mp-1196872 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754028 LiFe2P2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554326 K2RbVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754504 MgV2CoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697842 VN(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754585 NiB4O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1220416 LaFeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196895 Ho5Cu(WO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037022 K5U4VS4O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867556 RbNaMo3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756298 Li2Co3BiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553969 Li3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715550 Mg5V2(MoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3046 Li2MnPHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190493 KMn(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756688 CoMo8H36C8(NO16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199642 Li2CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222636 Sr5Mn(Fe2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540828 Co2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756430 LiV2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101185 In(FeO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1197655 Li3Mn4(BO3)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1320757 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19031 Li2Fe5(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223335 Ti2MnNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12164 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759299 Ba3Cr2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561165 Tm6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209427 RbEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19052 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195277 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754013 Li2InFe(P2O7)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-653267 MgVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223569 Li3Cr4(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850194 Ba2PrV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559754 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504651 NiRu5C17O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227145 Li(CoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867555 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775748 CaMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559503 Li2VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1285067 Li2Ti3VO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542535 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31128 VAs2H4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773112 Al2Fe2Bi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505087 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558952 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222331 Eu2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755859 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100935 Li3MnOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095170 Li7Mn(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757121 CrPdO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755645 CsUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-928 RbV2SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504179 UMo5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850985 Li3MnAl2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1650315 Li6V5(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177508 Li4Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757447 LiV(OF)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1094131 Mg7Fe(SiO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997158 CaVBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758277 Rb7VSiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863407 FeCuBi2(AsO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850281 NaMg14MnO16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1190931 CdMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560690 CaFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7372 CrBi8O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11733 Rb3FeO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1639659 LiMn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175284 KHo2Cu(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212602 MgCoH16(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5990 BaTbMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192218 KMnH5(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36447 KFeP4(H2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753291 Li2Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210883 Ca4Mg3Si8NiO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201517 Ca10V6O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755101 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220241 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199880 Na2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177371 Ni(RhO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-996994 MnZnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-851119 YMn3F15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214121 BaBi12Mo4WO34 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27511 Cu4Mo5O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755354 Li2Cr2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179703 VH6(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202981 Rb5LiSi2NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775736 U(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214505 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755680 Ca8V7ZnBiO28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753220 SmV2IO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224359 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220965 NaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228142 RbMoIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761676 Li2Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1646358 Na2V16Mo2O45 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1202181 Na2TbPWO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-560076 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18703 Li2VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744755 Li2NbCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642975 Li2Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774353 K6U2Mo4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774823 Sb2Te3MoC4(OF3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288155 KLiNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23477 MgCu2(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757314 Na2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757355 Sr2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15100 ZnNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763464 KNaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19194 Ba2HoV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755986 Fe(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561342 K4Ti3Mn(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777299 Li4Ti2V3Cr4O18 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211810 Sr3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181965 AgMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211701 Li2CrAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196327 Li2TiFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214884 Li4FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175694 SrMo2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223548 Li3Fe2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-703684 Li5Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193056 Li3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202595 K3V3(BiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777676 KLiEr2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205149 RbNaCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561037 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774878 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758061 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18723 CoO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19107 Mg14AlVO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1571033 Cr2H8N2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754059 V2Ag6As2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753496 SiMo12H24C6N3O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753547 Li2CoPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13364 LiMnP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775331 LiV3(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779072 Li3MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774686 VPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756622 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757079 SmMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683652 FePHC4(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766095 V3As2H4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770772 Li3MnCoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753647 Li5Mn2Fe5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-866271 Ti3VNi2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227168 Ca2FeSbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1263073 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177582 LaCrO3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1076836 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756356 Na6FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221438 Li4V7(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21437 Fe2TeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210391 LiNiBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1264049 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776630 SrTiFe4Bi4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-714931 VH8N2O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765542 Mn2FeP2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771137 TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22169 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229214 Li4Mn8O13F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223759 AlFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555794 KMnH4Cl3O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554090 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755733 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037256 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17759 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037801 CsTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-947 SrMnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198439 LaFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210292 Cs3VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755625 Na(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1578402 CoMoH24N6ClO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754803 LiVSi4(HO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540914 Ti2VHO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104615 KLiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173622 Lu2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19049 NaCaMgFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683791 V2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505766 NaVP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559081 KHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753595 Li4Ti2Fe3Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220980 MnAlO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113883 Li2V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849267 GdWClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759644 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754230 EuAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-781106 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759996 Na2CrCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209259 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212776 NiBrO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715811 V3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647352 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540438 CrAgO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210165 Li24TiCr11O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777570 Na3Sc2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275133 CaNdCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177291 LiFe2SiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1157227 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-742819 PrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753227 NdMnFeBiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760247 Cs4V2S4O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773194 CaFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758811 LiMnP3(H5O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772927 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558445 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554966 Li2VCrP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27494 K4V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753265 Li12Mn2Fe3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754851 VPbOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3559 LiNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771188 Ba2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14381 Li2Mn3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772557 Li2VCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743860 K2MoH2(CO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213163 Ca5V3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222468 Li12Ni11O28 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-697882 NaCoCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219587 Cs2MnV2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12122 SrNiP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-7747 VPH6C2N3O7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-770559 LiVCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18952 BaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111903 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19105 ThTeWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22113 Na4NiP2O7F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192023 Rb2UCr(IO6)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-759491 Nd5Te7MoCl3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25446 KGaCoC4Cl3O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759631 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766485 Li5MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557539 Li32Ti3Cr13O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24234 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556459 Ba2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22224 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558376 LiTiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211570 Ba2Ti4Cr2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758865 Sr2AlV11O22 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204672 KNa7V8O24 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1224752 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1292257 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755709 Na2CoP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764299 Ba4Nb2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650352 CoN7ClO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626540 V3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3020 Mn5(TeO6)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560117 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222327 CaCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759332 Li2Ni(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193903 Li4NbCr(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-126 NaFe(SiO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-850188 Na2Li8U11(WO22)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541512 VCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223180 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754456 HfTl8(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754980 ZrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757374 LiMn6PO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759144 KAl2NiP3(H2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765593 NaMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770659 BaNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636519 Li9Co7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757297 Ba6Y2Co4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176009 K3CoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202031 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766424 Na2Mg3(MoO4)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1284706 Ti2V3Cr(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12822 Li2Ni3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173107 Na4Th(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555010 TiCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211563 Sr4Mn2Nb4Bi4O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755692 BaGd2Mn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173893 LiVTeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101657 Co2SnC8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278576 Li4AlCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100947 Cs2NaVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17385 Na2Zn11(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212132 Li4Mn2Fe3Co3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581162 V2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177499 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625246 K2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4405 Li3Co2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13591 Mn4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9987 RbBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581225 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555242 Hg2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192277 CoCuP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555338 MgVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111145 V2Cu3Pb(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208466 Li3VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757164 Ti3Fe3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176481 Mg2Ta2VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745150 Co3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661936 Ni2BiB(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756328 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200820 K6Na2Pt(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279869 Na3(CoO2)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247654 Na5Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193122 Tl(MoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227324 Ba3V4ZnO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1239492 K2RbDyV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5033 Na2LiV5H18O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205736 NbCo(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744527 Li2(NiO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1016153 SrMn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754743 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758241 Li3MnV4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759567 LiVTeO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-556401 Li2Ti(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849548 Li2MnCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766808 Na2MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
