mp-1199268 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10078 SrLa3Mn3CrO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24620 V2As3H17C4N8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194736 VPNO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560071 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19123 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561023 Na3NiAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558221 BaTm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210638 Na6MnO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-675087 FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076765 NdCrTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175611 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218145 V2SiPb5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193851 Nb12WO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770107 Ca2VMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773145 MnAl2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755285 LaV3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753754 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177476 MnZn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18137 Hf(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181609 LaFeTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222689 MnAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14312 V6H2Pb4Se3O26 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24827 BaCuWO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758185 Rb3TbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540050 Mg2Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17264 K3Mo4H6O16F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17040 Li2Ni2BiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699660 CuWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192147 Ni2As2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318786 LiCo3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765470 ScV(TeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-890 Li5Mn2Co2(PO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-868646 Fe5O7F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561028 KMnPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772622 NaNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272351 Sr2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753491 Ta2VZn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756833 ZnCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639659 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177938 Li3V3(BO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761780 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208009 Bi2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625246 YCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14150 LaMgTaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758678 Rb8Th(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26512 RbPr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555502 Li4MnF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18753 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755584 CoH14N5O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757366 Rb2Th(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752578 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767373 K3CrC5N6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214954 Na5Mn2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177801 KVOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1190466 Ti3NbNi2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228348 Cr2CoH20N6ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510532 LiFeF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-541374 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773454 Li5CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19009 Cr4OF11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768711 LiMnSnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-9057 Ba2ErV3O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1288517 Sr2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226075 Y2Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209701 CsMoO2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753613 TiFe5(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210164 K4MoWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776174 MnO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779013 Li6NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684894 Li3Cr4P5O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-619577 Rb2Ni(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753584 Li4FeNi5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559250 Sr5V3BrO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176218 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24050 Ti7Fe13O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177952 RbMoIO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209837 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752984 Rb2Zn2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765415 SrLaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209254 SrLaMnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17824 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214121 Cr2Cu3(OF)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212988 Y(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762012 Ba6ZnCo5(SiO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3769 Ba2Fe2CuF14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777414 K2Th3Mg(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4436 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510015 LaCrCuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211062 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761250 VXe2F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177306 Ca2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-653 Li5FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551544 Ba6Mn4Si12Cl3O34 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540582 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197105 KMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558512 Li2TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218824 Co(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762265 Ca2MgV10(H8O11)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556136 Dy2Hf2(MoO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773177 Li4Y3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756075 Li4Mn3Cu2Sb3O16 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-704604 YFeF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177501 Li4Ti3Cr3(CoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764685 Li4V3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25233 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211822 Li2CoH8(CO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753525 PrTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765593 BaTi2Fe4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558424 BeCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101449 Cr3AuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850339 CsV(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774602 LiMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190639 MgV2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1205162 VBiPbO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755739 FeWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26317 Li3FeO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209544 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27031 MgMnB2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756814 Li2TiFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-10447 Sr2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775019 Al5(NiO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22938 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765488 Sr2NiMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757804 Li2MnSn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25234 KSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003402 V3Pb5O12F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558810 BaAlVCuO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662512 Li2Mn3CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1313379 K3VH2(CO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766569 CaHoCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104788 KNi4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248912 LiMnAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768946 Na3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19461 Mn2Cr(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18929 BaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764405 Na2FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213174 K2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21138 Li2VSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-672176 SrFeP(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756346 V2Cd3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199642 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19054 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209392 LiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17544 Li3Mn2(CoO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-781081 Li5Mn(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100727 Ba4Fe3(Se3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562835 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757277 Li2Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13255 Na4Ni2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771917 Li4V3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755680 VH12C6NO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218935 NaLi2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758776 BaMn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541918 Li3CrSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105824 Li3V2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19038 Li2CaV12O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079306 LiFeP2HO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698616 MnV3Ni2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761023 V2Bi4O11 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-19277 VSO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555830 Mn3CrCu2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754880 MgZr3Tl10(MoO4)12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758865 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704467 CaVBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205440 BaV2TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212131 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776458 PrTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556925 YMg14VO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213099 Rb2Cd2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756696 Li4Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781601 Ni2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705870 Li3Mn3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759163 VOF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770737 Li3V3(FeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209123 RbNa2V5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14378 Bi26Mo10O69 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190911 LiTiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196520 La2TiNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752958 Li4Co3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715474 Mn12O7F17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291802 VAg2PO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554807 BaNd2CoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211563 BaV2CdO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26610 Li4Fe5Co3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684727 Li3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765054 SrNd2Fe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772179 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192384 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192576 VAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568137 MgNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675370 MnZnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208718 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777469 InCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-39208 KDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764273 Tl2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759509 Cs2Cd2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759304 MnSeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766120 BaSr4(FeO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764838 Ti7(WO5)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22005 Li2SiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644424 Na3Li(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753503 Mg(FeO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101535 Li6Mn5Fe(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-552051 Li3V3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1234978 Na3V5H26O27 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560688 BaVAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560652 Ca2Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213518 VH9C3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22034 Li2MnCuO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758773 CeAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572877 Li3VF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201380 K2LiMnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757665 Na2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16678 CoH18Br2N6ClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850188 Li24Ti5Cr7O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763497 HoMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104355 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744434 Sr3Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176926 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756622 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-585354 Sr2NbFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1104440 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758398 LiV(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181853 Mg30FeCO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20105 ScTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1039633 V2GePb5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221722 CrPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1203219 CaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772121 Li4MnFe3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556415 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191502 Tl2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754331 SrU(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318386 Co7(SbO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103970 K6U2Mo4O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572452 SmCo(BO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228110 Li3VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758146 CoHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274182 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177787 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777667 LiV2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765981 Li2MnCr(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177884 CoPH6NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760923 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755545 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219796 Mo6H24C8N2O19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757124 Rb2TeMo2(PO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19192 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756353 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215039 CaCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769539 CoP2H2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14118 Na2DyPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197114 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22608 CaVO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1197854 MoP4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19212 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199237 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195447 Li2MnFe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197764 Tl2Cr3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850399 LiV(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200917 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20073 TiFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560330 LiCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25927 Li2CoNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641247 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558059 SmSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705417 Al5(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244813 Li4VF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694977 SrLa4TiCr4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763752 La12Ga23MoO56 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770912 RbNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175575 KHo(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780773 Li10Fe9CoO20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753220 Ta2Mo2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755709 Mn2P2C12S(O2F3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752722 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209315 NaMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754657 NaNi4(P2O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036160 SmV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013953 Cs5Bi(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648179 Li5FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755319 K8Hf(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19903 Sr2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661313 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764344 Li2VOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755059 RbMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9197 LiV4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036613 Ca5Cr3ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228050 K4Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561186 ZnNiTe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213334 Rb2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685351 V2SiO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18932 Li3Co2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850209 MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705061 LiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1579553 LaFeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757370 Li2V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210616 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178001 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223629 MnH12S2(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213966 VCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177781 LiMn2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554705 KCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770719 RbLi2Ni2(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16991 Ca2MnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209249 V2Pb14Cl4O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756442 LiMo2P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705194 Mn2SnC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19230 Li2Ni3P9O28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273342 CrFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997161 Na8Ta7VO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555068 TiNbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
