mp-1193901 V16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19374 MgTi3ZnNiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761122 CaVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770895 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18785 Li2Fe2Si2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-650817 RbFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780098 Ho2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192188 FeSeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2157 Mg(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223138 La2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757166 LiCo(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1038117 Pr2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177791 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558765 LiNiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771332 Cr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756210 V3(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774924 H48PtW6C8(NO)24 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768728 KMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202541 Li4V3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754879 LiDy(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752824 SrV2(AsO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776431 LiFe2P2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753682 KCrIO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-3734 Li5V4O12F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32527 Te6Mo(OF5)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18751 Ba6Nd2Y(MoO6)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222358 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32352 HoCu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554485 K2MoO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755861 NaV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209493 CrFe3Sn2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764715 Na2Zn11(MoO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173171 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174730 SrCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28890 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22754 Ni(SbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11947 LiFeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2501 MgMn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273212 LiMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223546 Nd4Mn(NiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104590 CrO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559563 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772117 CoAuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772597 V5H18N3O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755741 RbCr4BiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760911 Mn4ZnO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176397 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18520 LaCoSbPbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223694 MnZn2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17479 Sr2CrCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18937 Li2Fe(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1207118 V2Se2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224511 VZn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26559 Li2MnSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756940 DyCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19248 Li3Fe5(NiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626316 Na2Mo2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12329 Cs2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777469 CrH36C12S6(ClO2)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204734 Li2FeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225991 Co2BiB(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228204 Ca3V2(BiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603572 CaCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758349 NaMn3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12278 Ba2MnTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228336 Li4Co(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291753 Mn12O7F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699914 Li4Fe5NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743545 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542210 Fe2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754054 BaNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763993 K3NaCr2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218456 CsV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079680 SrLa2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752710 Li11U4(WO5)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219796 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705362 Li2Mn2P2(H4O5)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1293819 V2ZnCuO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770559 SiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756589 Pr(MoO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542693 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753451 LiNbTe2WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181965 Ba3MnNb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772434 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216514 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753702 Li4TiMn3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555417 LiNi6O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636959 K2MoC2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770611 Ca5V3O12F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754094 Li4MnF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192765 MnCdO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-555364 Mo3NO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754170 Na2Te3Mo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683652 Mn2GeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755695 PrTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221217 Na3PrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203339 LiMnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203523 Na14Fe2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553910 Li3MnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752776 Li2V2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744181 NaCo2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756057 Mg30CdNiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555913 UCu(Mo2O9)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753281 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505271 Na2TbPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1572819 Fe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753588 NiH18C4S6(N2O)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1318887 Li9Mn7O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-636519 TiMn3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690495 Li8(FeO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212381 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5644 CsLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12012 Ba2Ca3Tl2(NiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1084762 VNi3Sn2(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209599 TlFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759969 Na2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561991 Mn3B7IO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771824 Ti2Co(PO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196299 Li7MnO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18832 LiV(IO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076614 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755202 NaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228050 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208827 SmMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227607 Li2Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757208 Cr2Hg2H2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1651584 Ba3Fe2Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757006 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22224 VBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18800 RbSc(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25296 Mg2CoWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759438 Zn3Co2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560774 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704306 Cr(Bi7O12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556077 MgSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25394 Li3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12771 FeC3SO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224232 LiMnP2(HO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554123 Mg2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174781 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570791 NaVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760104 La2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753736 Li2V(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193649 Rb2Cr2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-558211 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772529 FeH8(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760272 LuVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554148 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195555 Si3(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768079 NaV2Bi3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568822 K4MoC4(N2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214505 LiV3(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555993 SrV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210493 MnZn(Br2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14150 LiMnCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754260 NaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761168 Na3V2PO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114139 BaNi2(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-647385 Li2MnCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760393 V2Zn4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758022 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211916 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755524 Li6V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770765 RbSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203013 NaCo2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180366 CsHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218963 Zn2Ag2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174511 Li3Mn2F9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227324 Rb3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630880 PrCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540356 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222472 MgFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201517 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504343 Ba3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504567 Sm2Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753105 Mn2InC10ClO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304379 Li2AlFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758514 RbFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288982 LiY3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752907 KV4Ag11O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177621 BaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094099 Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769658 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756502 BaMn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768547 Li2Mn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32310 CsV3(SeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296404 LiFe3P3O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176841 Dy2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-615138 Fe2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756644 LaCrO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17264 Be3Si3(NiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756346 RbMnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-648394 LiV(TeO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755111 Fe4P7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753615 Co3(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755945 TaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771954 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753754 MgVBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218332 LiFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562561 Li2Mn3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19323 LiCoPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22632 Ti3P6WO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770887 SrLa2(CoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181570 LaMgTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558850 BaNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754228 LiV5O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13255 Sr2ZrVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766707 Li5Fe8(BO3)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753154 RbPr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222140 Li6NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561239 LiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616561 LiPr(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-754582 LiMn2(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755754 Li3(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19386 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694977 Ba2VI5O17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753926 Li3CrSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755520 Li8Mn5Fe3(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775178 FeCuC5N6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1245168 Na3FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780766 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774601 NiPNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7698 MoH12C4S2(BrO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559456 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226647 BaNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505098 Cr2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18487 SrSm3(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753126 Mg30FeNiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867581 KVF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757778 Li2VCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758472 LiFe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755536 Mg(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753648 ZnCr4CoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-649632 Li5TiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769967 Li4Fe3(OF3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768850 Ba6Na2Nb2V2O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-6164 K2ZnCr4(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18860 MnBiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561037 Li2Mn3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735563 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744188 CoAg(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173880 Cr2Cu3(OF)12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766095 LiTiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775412 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298582 RbTm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561998 VAgHgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29188 MnO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213697 Mn3Fe2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206498 NdAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226257 YbMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850893 Pr2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772427 VCr(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20046 Na3CrSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174278 CaV2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180698 CoBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696936 Li2V(Si2O5)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213151 V2Pb4(Se2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214954 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291670 K2NaMoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758489 K2SrNi(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761495 CrFe3Co2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096819 Ta12MoO33 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223629 NaMg3In(MoO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080222 FeH7C3NO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1295080 Na2VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181416 Li2TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1278467 Pr2B2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754740 Na2CoSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228132 BaPrMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766892 Li2V2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699602 Bi13Mo6(AsO14)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549767 NaCaVO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1293037 V2Bi4O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19215 Na2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754748 Ba3TiMoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780579 Li2FeSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177936 Cu2W2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220251 Ca2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1077667 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771843 Li3MnF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198550 MnZn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540537 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1184398 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19277 La7SmV8O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1120731 LiFe2P5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753496 Li5MnO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297722 BaLaMnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775480 MoO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770883 Cr2P3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541578 Na3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770862 Pr2Te4MoO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228052 KLaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557549 Co4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18949 LiVCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-6912 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205217 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542658 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761173 LiVCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-33009 MnFeBiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766591 KVH4O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759561 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205690 Ca3Fe2Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18781 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759533 Li4Cr3CuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176412 LiFe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776129 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555720 Co3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735578 ZnNiF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19194 Li2TiNiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-782631 GaCoPH18C9NCl2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211497 Ca3Mn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
