mp-562767 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744205 K2Sc2P2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605771 LiMnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196754 Li4Ni(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175635 Li2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192384 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197761 Sr4MnRuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228550 Cr3Co(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761105 Mn2ZnH12(NO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1279310 YMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079362 Tb3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631350 K3Mn3H2C12O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205736 La3MnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685127 Li2Fe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221015 Na2ErMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644129 VO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558356 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752965 SmVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176552 LiV2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-851029 TiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174822 Dy2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8343 Li3V4O11F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-644334 Ag2Mo(I2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753612 Na2UMo2H3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645299 Rb3Li2Ga(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211292 Cr2CoH20N6ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176421 Li9Fe3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31378 KRb2MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244503 Na7Ni17O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996994 Al4V13Si2(SbO14)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756364 MnH12N2(Cl2O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752552 Sm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753210 CsEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696441 Ni(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222066 Na2Mo2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704461 V3O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213933 Li2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764488 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203523 MoPNO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1569231 KMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770766 Li2Co3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228539 Co(BO2)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-780869 CoP4(H5O8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773501 Sr2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541129 Li2Mn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765285 NaMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-12194 VOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753140 V2MoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1297758 Ta2VZn2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1111601 CsIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198645 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19380 SrV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778184 Li2V3FeO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-780532 Li4Fe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753745 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777770 Li32Mn13Cr3O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755942 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504346 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1012835 Mg(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560864 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215049 NiTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756987 Li5MnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1182197 Fe4O5F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849623 MnCuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757345 LaMn3Cr4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212381 UCd(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550454 LiMnP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-28331 PrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756026 Mn3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213316 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699370 Na3MnSiCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-13785 V2Cd(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756857 MnCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-615444 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036800 Mn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753343 NiSn2H12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076192 BaCo(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754330 LiVFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5644 Ag6Mo10O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32244 U2V2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759436 Mg3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190827 K2Na4Co2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754490 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111053 Rb2Co2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764002 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753080 TlVH6SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773627 Li5Mn6(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211556 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227160 V6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550763 Li3Ni(SbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218485 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705480 Li3V2F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191389 CsEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176402 Zr2Mo(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208868 KRb2Mo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760272 KNa7V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761172 Li3TiCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780665 Sr2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-637244 Mn2SnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551403 Li4CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203471 Li2TiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755692 Sm2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202328 LiCoBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616555 Li4Co3Sn(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195998 Li3(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079477 Li6NiOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197982 Ti(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759613 La7SmMn4(FeO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237178 LiMgAl(MoO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-766489 Y2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756057 NaVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19760 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777453 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209684 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772210 Rb2Mo(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777469 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770625 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18949 K4V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209392 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755075 Li3VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777746 MnAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076671 Fe4Bi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177884 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770533 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849787 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076656 MnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555710 KNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505232 Mn2InC10IO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-686949 SrLaTaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174009 ThV2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194804 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770921 Li2MnV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32686 V3Cd5O12 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1568372 Al2FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19422 YMoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196938 Na5Li(Mo3O10)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303296 LiY(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754958 Na2CaMnAl2P2H2(O5F2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181609 Mo2H9C2NO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204043 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554913 LiFe3O3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19209 Ca(FeO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23501 LiCaNiF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555626 Nd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18723 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-33546 CsEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753489 LiFeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105560 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760116 Li2MnGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228608 Li2VPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222477 Lu3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756356 KPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867106 Na3Fe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19499 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765621 Sr5V3O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209350 RbNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753962 SbMoOF9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545792 Ba2CoReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775292 LiEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760813 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755590 K2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18038 Li2FeOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560164 Na2SrV2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561554 VCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764344 Li2Cr2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302887 Li8MnFe7(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204321 Pr2Te4MoO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19105 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753959 YFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850339 LiMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849426 Ca4TiMn3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705468 Co(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213217 BaMo2(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758858 K2LiMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22194 UV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744764 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20073 Li2V4Si4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752900 V2Te2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218914 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14150 BaLi2NiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1157336 Mn2CdO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274218 Mg2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755562 TlFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177768 MgMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101417 V2CdO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541775 Li3Fe2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760942 Na2CoAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213187 SrCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756640 Ni2P2(C2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193420 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20968 KFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181103 Mn2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570837 Li5FeOF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1294618 Cr3CoTe2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173492 FeBi25O39 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760187 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212689 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766974 Li2CoSnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771966 CsCrO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100926 YTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1259488 MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208207 Mo6H24C8N2O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1574416 Er2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772342 Li3Al2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20989 NaMg3Al(MoO4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556361 SrV2ZnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746670 ScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227543 NaNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096873 Ca2Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19133 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17475 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220215 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-695021 Na5VO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190897 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181575 Li3Fe3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100682 NaMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221289 NaLi2NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753361 Ca5MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190417 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177549 Na3VAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622521 Ca8Cr(PO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20460 Li2VGeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1653341 Er2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176864 Fe3P4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222366 RbPr(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-32024 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194659 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1002573 Rb3HoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174771 Li4MnSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850910 Li2TiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753753 Ba2CrMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207903 LiMnAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17551 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21138 CoH12CN5O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225274 KV2AgO6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1195516 ZrMnO3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-769570 Sr4LaMn5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178318 Li3NbV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675378 Zr4FeBiPb4O15 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756667 NaMg14MnO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-24055 NaZnMoHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24410 BaTb2(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-628782 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201021 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755134 La7V2BO17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581225 Li4TiCo5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173823 LiFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1249045 Li3Fe2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18971 Li2VO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770887 K3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214013 ZnNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281209 LaFeAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-782631 Li3Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-947 La2Te(MoO7)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26837 Ca5La7Mn7Ru5O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542210 Cs6Cr2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-759065 Ta2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19131 AgMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173206 Sr5Cr3F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761127 SrYCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753782 Ca(CoO2)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1310460 Be(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752558 MnAlO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1221075 NaCaMgFe(SiO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772241 Li3VO3F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219796 Fe13O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776393 V3Zn2GaO11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756259 CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18862 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228118 RbCrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095280 KCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761549 ScMn(BiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297854 Mo2AsH18C6NO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21512 Ag2Mo3SeO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758130 Rb6U5V2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195428 AlFe(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683668 CoH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200408 Ba2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10044 Li2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1035992 LaMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215738 LiTiMnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16967 Pr2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753212 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753104 Li2VPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753634 UHg(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211425 Na2NiCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21179 Li2TiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698293 Li4Mn3Sn(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559672 Rb3ErV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764340 K3Sc(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101655 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759439 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757640 Cr(PO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756248 Fe(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18761 CaFe2P2HO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755434 Na3Mn2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756060 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100976 Na2VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19480 DyWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202181 V2Zn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180602 Ni(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200241 SrCo(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180291 LiNi2P3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203476 MnCdO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114473 CrSbTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216291 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194022 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198234 BaMn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20223 LiCoAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863415 Li7V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199438 LiFe2P2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18779 Li8Cr3SbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
