mp-753489 Li3V2OF7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-560154 Mn(SbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15137 RbTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224890 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213307 Sr12Tm3Ni5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867758 ErCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178894 V2Zn3TePb3O14 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-559250 ZnCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639328 K2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31123 SrLaMnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758277 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772093 Li2VSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177782 Ba5V3HO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510638 Li2MnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556313 Li5Mn2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753509 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200418 MoH8S2(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211656 Li5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758191 CoBiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205062 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753977 LiVOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19226 Li4CoCu3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780520 Li6CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213209 Ba3V4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775173 K2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20431 Mn2Cu5P4(HO9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 Rb3FeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757355 Li2MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194599 Li2Fe3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213147 KTl2CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-41473 BaY2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553896 Na3V(MoO7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213049 MoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767644 Ag2Mo3SeO12 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1105034 FeCoBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752990 Ca2VWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754748 Ca2MnAl2Si3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1002574 Li4Mn3Nb2Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745118 Li3Cr(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760196 Na2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275484 Ca3V2(BiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213334 Rb3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196938 MoH12N3O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25349 K2Co(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224276 CsK2VF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761944 Cs2MnV2(BrO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247685 Ti(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555665 SrV3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221077 Li4Y3MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774680 Li17Fe4(CO3)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752758 MnAs3(PbO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757214 Fe5(O4F)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-762840 NaLi2V3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753767 BaDyFe4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735541 Li5Mn5(NiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867559 Rb2U(MoO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1223100 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761341 Li4Mn3Fe2Sn3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753685 KLa5V2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850974 Na2TlCoF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763022 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555962 TiMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761246 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101271 LiCrSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705069 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761168 KV5NiO22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780672 CaLa3Mn4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780710 Y2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554313 Li2VF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753909 Mn2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190204 Li2TiNi2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198070 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210723 MnV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173970 YV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557147 VHO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1222049 VPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777452 Sr2FeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228970 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755365 SrMgV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850898 LiNbCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1291978 FePH5NO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210051 Nd6Mo10O39 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760821 Fe2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1666600 KV2AgO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754747 Na3VS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194869 Sr3NiPbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764005 CoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211532 Li5Nb2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540602 Co2Sb2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760371 Li2NbV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28775 LiV2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777431 Li2(CoO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225952 Li2MnFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19295 CsTiMnOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193420 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755329 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559525 LiV3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758249 Y2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705134 Fe2C9O7F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684894 Na4NiP2O7F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194929 Na3CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220220 TiV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-13187 Mn3V(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766954 Li4V2C4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303231 Li7V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-998365 HoMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19184 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193069 RbMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177925 MnAl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744322 Li2Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227920 KCo3Cu(AsO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773176 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223694 RbV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16882 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754255 Li2V2SiGeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758521 CsTm(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776980 NaLi5Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227174 Li2Ti2Mn3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757910 SrV2(H4O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174388 FeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198439 Pr7Mn8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-34978 LiTi3V(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25265 Li2U4W4O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14312 Li3V4O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-695883 NaVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752688 Li2CoNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755360 Y2W2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744182 Ca5MnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17019 LiVGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175837 SrLaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759358 CoH14N5O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219589 SrLaCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-565836 V5NiO23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559279 LiFe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744328 Li2CrCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173171 V14Fe5O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222091 Cu3Ni(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18723 NiWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542284 Sr10Mg5Mo2(WO10)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-768501 Ho2WO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1211126 Ba2AlTlNi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194961 LiTi3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19031 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558997 NaMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12122 AgMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203977 Cs2VBr5O4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1661989 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9616 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192408 Li2CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753659 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510625 Li2MnF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561144 CoAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31628 CoAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25284 LiMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770895 Li2Nb2W2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558897 Mn3FeCo2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554123 Sr5V3BrO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756183 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177898 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704408 Na2Mg5(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773480 Fe3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562767 LiTiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753452 UMo4PbO16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222331 Na3MnAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504723 Ba2UFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777817 VO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308065 Li5V6O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201035 Sr2YVCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192277 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29173 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560942 BaMn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195420 NaVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197460 CoH12SO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1257772 RbIn(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753496 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-705430 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174006 KCo4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099951 Ba2Tl2Zn3(FeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210378 Li3Mn4SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178286 Li2FePO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275288 RbNa2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775129 CsRbMnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19213 YEr3V4O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205582 Li3(CoO2)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101504 BaMgV2ZnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755527 Na4Ni2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285223 Li2CrFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755129 ZnCo3P3O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-20073 Rb2MoS3O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744631 KCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212395 Na2TmMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036835 LiCoBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756057 KMnSn3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037547 La4Cu6(MoO4)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222639 RbTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704467 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752464 TiMnH12(OF)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1220749 YCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754887 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1312206 KSm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759961 Na2Mo(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770890 RbMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561324 Gd3YV4O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204197 BaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221997 SrV4(AgO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757152 NaFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191925 LiTl3(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-865024 LiMnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774352 Ba2Li3Y3(WO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210021 CoAuO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193903 Cs2Mo7O22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22974 Li2Cr2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1297347 BaNiO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754143 Mg(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781957 NaV5H18N2O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505310 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745150 ZnNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770416 Cr3Ag8(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541993 MoPH3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218508 LiMn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775903 CoBC8(OF2)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096946 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780086 Mo8O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758562 Li2CaV12O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105117 CsLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1120771 Li2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31122 K4V4As6H12O31 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205312 CoTe(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774362 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755919 CoH9(NO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560273 Mn3OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759221 Li2TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758195 CsUVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176270 Li3Ti2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699914 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778088 Rb3NiF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19167 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756449 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227607 LiMnSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100568 YFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078353 Li3CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178498 Sr2TiMnO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-10508 Ca9Mn(PO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19481 LiVOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25979 ZnNi9O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773015 Ba2CdMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761572 LiV(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753374 Ba2SrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276200 Mn2VFe3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176650 MgCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18837 CsTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540895 Na5Mn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216458 Li4Mn3NbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780609 VAg2PO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211702 KHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765521 NaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198645 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201601 CaYMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211325 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19438 Li32Ti3Cr13O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756111 VCoO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-752722 Ba3Nb2CoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226082 LiV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778904 NaCeMo8H40C12(S3O17)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205440 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226157 TmMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211734 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180509 Li8Mn(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24752 NaCaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759533 Mn2InC10IO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645272 Li4Fe3Ni3(WO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772649 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100626 Li2Fe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277084 Li2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540566 Mn2Cd3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756075 Na2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177902 VZn(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1220703 NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29108 Na2CoP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1225946 NaV3P2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766931 TiMn7(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217362 Li7Mn14O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752853 NaCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754400 Ni5B2SbO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1012835 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575885 BaTmCo4O7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-19484 Li4Ti3V2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222059 TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753265 Mn(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766681 Nb2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208998 NiB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229143 HoAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104428 BaV2(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080749 Na6TeMo6(H22O23)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761710 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744567 SrMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205182 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181609 Li5FeOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176556 Li3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214903 Sr4CaCo2(SO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771021 Na4Mo(NO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735578 Li24Ti5Cr7O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275808 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557603 LiTiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276717 Li2V2P4H6O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19034 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759850 Mo(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558221 Ti2Co(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756589 Na6MnNi3(SbO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18943 FeO Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1567231 Co3(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
