mp-1176091 Li5TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558956 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19484 NiWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079971 Ca2VMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849665 VN3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-943492 Li2Co2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19410 SrV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-628782 Cr3InO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205702 V2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1249267 KEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18908 La2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561954 Cr2SiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175809 K2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213122 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558694 LiMnH6O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219606 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290831 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556603 Sr2MgMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202726 SrFe12O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31755 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778605 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18765 K2FeH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096819 K2MnV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584129 NaV3H6(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213944 Y2Cu3(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760101 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1316404 Li2V(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1013577 LiCrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285067 MnAl2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173529 LiMn3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227058 Fe2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769877 LiCrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753902 Li4Mn3V3Cr2O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203622 MgCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13255 Sr2Fe2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173688 Li3VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24555 Li4Mn3NbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-720829 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759076 LiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662022 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223556 TaTiCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769539 CoBi2SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559910 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216343 Na2NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754753 Cr3P3O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223991 LiVF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197988 LiGa(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753451 KHo(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1256989 Li4MnOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768637 Li7Mn(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1133299 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227706 Li3FeO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224835 K12Mo4S11Cl4O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558066 LiFe2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20168 KFe(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1105305 LuZnFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706228 Li7V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755733 RbNa3Mo2H18O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561778 RbSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557638 SrZnCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777379 Rb8Hf(MoO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-706235 Fe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8367 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176179 SrLa2Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753796 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17545 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174514 LiCo5O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757934 CrH10S2(NO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697734 Li3Mn(OF)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-774172 Li24MnCr11O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19147 ErAg(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850209 Co11CuO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013565 Li3TiCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178001 CaMoAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18880 NaMn3V4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780338 Dy2V2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194023 Li24Ti11CrO36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076183 Si2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753087 Li3Fe2(SiO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1076754 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204598 LiNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290410 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651461 UV2PbO9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1075930 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18727 Mo12PH24C6N3O40 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175601 Na5Y(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19350 MnNiP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559869 Li4NbFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753288 KCr2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177537 Co2BO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177170 Fe3SiP5O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12040 NbVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-15481 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18914 FeO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196307 LiFe2P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13110 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18611 Na6MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19247 Li2AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177503 MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766495 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216989 CsUV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3570 NaCa2Mg2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-782639 Ag2Mo(I2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222368 Li3MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218693 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661311 Na3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756605 CaNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756774 CoTe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217035 LiCoPO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1543286 CoP3H16N4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177792 LiFePH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27913 Li2Cr3TeO8 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-757411 NaVCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211497 CsHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558917 CoH20S2N6ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735563 LiIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174271 SrLiLa7(CoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31624 K2RbCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099624 TlBi(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766095 MgTi3ZnNiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201225 KNa7V8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220829 Ba2CoSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176916 MgSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756814 Na2U(MoO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771013 VH12N3O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755285 KLu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1577282 Ba2CoMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193853 KVHSe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744205 Sr3Co2Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286054 Li7Mn8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674322 Zn2FeWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19479 Li2CrCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555720 Co2C2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114473 LiFeCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209460 Na2MoSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774106 CsUVO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1273655 K2NaMo(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211396 K3CrC3N3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776583 K2Mn3V2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756857 Li3VAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760320 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704408 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776053 RbVH4(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760264 KLiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095454 LiCoCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200083 MgNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10075 Mn2VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775202 Co3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19006 Y6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776040 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101280 LiNiBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190668 Na3FeAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174011 SrNb2NiClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1153924 NiRu5C17O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27912 Li2Fe3TeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25440 CrCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223416 Sr2CoSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18807 Ti3Mn2Nb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771824 Li2Mn(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-685527 LiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227842 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193472 YMo2O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554228 Li2Cr2H4O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2547 V3O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210922 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760272 LaMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554090 Ga2Te2MoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765624 K2LiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204982 K2Na4Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180493 Fe(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227032 Li2VNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282448 Na4Zr(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753494 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276026 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18937 CaV2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18834 CrH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572800 LiV3Zn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18969 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545850 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758190 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625576 BaCdFeF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760325 Li4Co3Sb5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222712 CaLaFeSnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214368 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208115 Cs2Cr4Cd(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214059 NbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225259 K2LiIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238912 CoB12H28(NO15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222041 KV2PO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557801 LiMnSiO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-510562 MnAs2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1237280 NaMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111290 LaMgTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766101 NaLi2FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226781 FeWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275562 VCrP2(O4F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775211 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510558 Li5Mn6(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204212 Li2Fe2Ni(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626540 Ca5MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764409 Na3Li3Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559464 Li2FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201415 Li4Si2NiO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199176 Li4Ni3BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27463 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768097 V2Bi24O41 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510725 HfCrO3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-554800 CrOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849788 Li4Zr8V3(P3O16)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766811 K3MnCrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214477 Ca2FeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192126 Sr2FeCu(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849295 LiMn12O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559462 Li3VCr4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765973 MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704210 LiDy(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-945 NaNi2P2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1306353 Er6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697789 K2Co(SeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559081 Ca2NbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777875 K8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763524 Sr4CaYFeCu4PbO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778015 PrZn(MoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775180 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758927 K2MoC2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197813 K2NaCo(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188719 Li7Fe7P6(O8F)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753361 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17071 SmMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757858 UHg(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757530 NbVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863394 Mn3CrNi2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177931 LiFeSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193007 Li2VGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775196 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558445 Th2Te3MoO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18720 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221950 Li4FeSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696441 NaMg3V3Cr3Si6B3H3O31 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209114 Fe4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226968 K4Mo6PtO26 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540566 Ba3Er2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211449 BaMo2(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214516 VH6(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211353 CsV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720126 Li14Cr2N8O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560160 LaZnCrCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763206 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217159 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545522 K4Na4Mo5W3O20 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1568137 Na3ErV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194388 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288155 SrCrBi12(Mo2O17)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642938 Li2FeAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1232351 LiCo(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218456 Fe3C10SO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778493 Na2VPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760236 Sr3LaGaCo2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-891956 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560330 Cs2MnV2(BrO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18761 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759853 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753509 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203274 NaCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540262 Cs3Li2Al(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744832 Li2VPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863300 Li2FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21867 Sr2FeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779038 FeSb2C6(OF2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558512 Ba2CaV2(P2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18479 CoSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560276 Li3Ti2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176905 AgMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1249045 DyAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757415 Na3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698573 KNiH9(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753999 Ga2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214393 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209169 NbCo(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759788 Ca3V2(BiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758445 Li4TiNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771091 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205475 TaCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760259 LiMn3Al2(HO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558155 Li2Cr2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199552 CaSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767614 YNiSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556889 UVAgO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205913 Li2TiMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760974 V3P6WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036804 MgMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2202 Li2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18233 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24620 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15040 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504184 Na2TlCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-640765 ScCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202356 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754235 Li2VSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775933 Ti3V2Fe(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14941 V2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557923 Li2Fe2(CO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218391 MoPH3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281748 Na4Th(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19085 Ba2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559525 Li4Cr3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757170 DyCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694856 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177093 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780114 MgCoF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756112 MgNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
