mp-777279 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-706566 LaCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17475 Li2TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179777 Li5Co5(NiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226197 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756582 CsLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204598 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559672 Zn2TeMoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754585 Rb2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22005 CaCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758171 V3H4NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111638 ErMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867734 LiMn2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221457 In2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201770 Li2FePO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760202 Li2Cr4Si4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114516 Na4MoO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-558221 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25280 NdCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1580008 Li2VCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772297 Rb3Cr(HO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775296 DyMoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213150 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194544 LiVPO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-781081 K2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205825 Mn2Cd3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14973 Li3FePCO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-12329 Li2Cr3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218147 Li3Ni(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1184215 Na4Ti5Mn4O18 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1298582 MnZn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554152 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18834 MgFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23134 CaMnCu3(RuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755037 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759514 Mn6OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540729 Li3V4(OF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560071 Ca2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175080 Li4V5O9F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757140 MoH2Cl2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199993 KSm(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-7383 LiNiSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765988 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558075 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227411 LiMgIn(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625811 Na4CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639312 CoH2SeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036637 Na3PrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180381 Na6Co2P(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194343 Ca2VWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222732 Sr2CoSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100756 NaVZnP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3255 Li2Fe2SiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778490 Li3MnV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216644 Bi6Mo2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754235 Mn2SnC10(ClO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222091 Li4Al3Cr3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178210 TmCu(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755818 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105353 LaFeTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211563 Mo4H12N2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23642 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239379 K2Mo2P2O11 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1650315 V2P2NO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037038 Mn8O13F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770406 SrCaTiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194642 Li6NiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1237178 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556101 MnCd4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195788 Li2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1299702 Sr2MnCu2(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743873 V2ZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559207 Na3VB6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173984 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772291 HoVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752650 DyMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20564 K3Cr(HO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777497 Mn2Zn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228358 KFe(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199642 NaDy(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753308 LiNiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555266 LiVP3H8O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105354 Li3FeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540566 Mo2H12C4N2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177945 Li2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224487 NaBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199663 NiTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754657 HfMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662148 Cd(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752623 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20243 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1283577 ErCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744843 K2Fe2Co2C12N12O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213685 Sr2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772668 Sr2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752488 LiCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213270 Y3Al3V2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753784 Mn3SnO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-3048 Mo2H9C2NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203622 Li4Ni(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779239 BaLuCo4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174170 YbCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775810 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753451 MgTi3Pb5WO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1279201 Li3Cr(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176923 NaLiCoPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557105 NaCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768397 KNiH9(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767620 YFe4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651301 CaCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19257 Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777538 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200748 Sr3NiPbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778931 La12Ga23WO56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559240 Na3VP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223021 RbNiW(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744260 Rb5LiSi2NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561247 Li2VP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758212 SmTl(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215311 Fe2Pb3WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25266 Na9Ni11O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20921 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19384 Li3VCrP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1577040 NaCo2H3(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774821 V13O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704604 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780202 Li2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863398 Li4Cr3FeO8 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-697882 BaCo2(AsO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1186878 Ca2Mo2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532537 Rb2MoS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25544 CrPC5Cl3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761000 CaLaMnFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764888 Rb2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560756 Li2Mn3TeO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1103556 V2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705034 LiFe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755982 Co2AsClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757512 Li2V(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194234 CoH2PbN3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-33500 FeH4S2NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095420 Na2NiH6C4N4O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560426 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19466 Fe3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510725 RbBi(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770737 TmTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215001 Li4NbCr(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16917 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12122 Ni2BiB(PO5)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-646670 VCr(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218246 LiMn2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753369 TlVO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-645555 LiAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758081 Sm3BWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173991 K2U2MoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754611 LiTiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207819 Li4Co(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743697 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572292 K2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761780 KCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176452 CaMn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175647 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211137 K4MoWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553996 Na2V2ZnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504150 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558997 Ba2CuWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756077 CrHg3(PbO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227071 Li2V(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559331 CsNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768381 Na2NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177349 V2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1114059 Rb8Th(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199268 TiCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720800 LiMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208305 V2Zn3(P2O9)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-12584 Cr2SiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752688 BaCaCrF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744205 NaLi2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774189 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-37614 LiMn3(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541508 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753393 Rb2TlCoF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1216392 SrMnZn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100652 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1120818 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225991 Cs2MgCr2(H6O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760938 Ba7Nb4MoO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079362 SrLaFeSnO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1198239 UAg2(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194619 VH4N(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560575 Li2Ni(CO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1238774 MoH12C2(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182660 Ho2VPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094139 K3Mo4H6O16F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761030 Co3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218539 Li2Cr2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777559 Sr2AlCu2NiO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766435 Li3MnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760042 Bi14Mo5O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208979 LaMgFeSnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179451 Na3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200173 Li4Co5SbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849504 BaFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705401 Li4Mn3Cr3(FeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770883 NiSb3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-10914 Li2TiMn2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-695805 CoHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078634 KMgIn(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755628 Te4Mo(OF4)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190897 HoWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757019 Mn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227689 CsTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210378 Na2MnPHO3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217943 Li12Mo5O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754986 Li5FeO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204398 Li4Cr3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228050 Mg2Ta2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761105 Li3FeOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218775 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850961 Cs2CoAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216117 Na2TbPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214357 NaV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196510 Ta2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274301 CsTb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19903 Fe2PH2CO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771015 AlTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997161 TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773197 Er2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694997 Fe2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101655 Li3Mn2P4HO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762897 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211122 LiMnH6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757086 Na3Li3Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176946 Mg30CrNiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227920 Li6MnFe5(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756699 Sr2Ca2Fe3CoO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755094 Mn3(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095213 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770872 MgMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753862 NaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217362 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639368 LiFe5O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194494 Li3V4P2O8F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17724 UMo5O16 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1212602 SrLa2Mn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504704 Li2VP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758973 Zn2FeWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705070 LiCr2P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3978 Li2Mn2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214474 TbTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780148 KMn4O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213014 KMnCl3O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558021 MgV4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779784 SrLiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1069166 Cr3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1646481 Li4MnSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753926 YTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553000 Mn(PO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180153 KLiTm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27751 LaCrCuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757182 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771145 MgTi4MnZnNiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104363 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208167 BaCo2(AsO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756126 Li2VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774332 HoCoC6(N3O2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214860 TaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757873 Li5Mn6(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-865412 VZnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209450 Co(Bi5O8)5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1301543 Li3MnFeCo(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752960 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213032 Li3Ni3O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554090 La3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850195 SrLaVFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18723 Ba2V3BiO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203219 Ba3Ta2MnO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755733 MgV3P3O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1195697 Ni2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19319 TmTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768077 Ta4FeCoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755914 MgMn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776438 LiFeBO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1177493 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205381 K2CoH4(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13592 K4CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216762 Rb3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204879 ZnNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756217 HfCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173171 Li2V2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630880 CaCu2(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557934 Sr2La14Mg4(Fe4O15)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076627 K2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177180 MgV(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773650 VFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174588 Li7MnNi3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100976 RbSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228052 V2Zn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754456 MnNb3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755701 V4Bi6PbO20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560153 LiScVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19455 KTh2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26275 U(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205311 LiCr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28890 V2SiPb5O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849447 KVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25264 MoCl2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
