mp-765498 Na3NiBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505253 V4Bi6PbO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19167 CrIrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302410 LiMn3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201039 LiMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19049 BaTeMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228731 LaMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769557 CsNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778044 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217245 CsRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704408 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036839 MnSeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204789 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182551 Mo(CO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770892 Ca2VWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18943 Cr4OF11 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-690012 Ba2FeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1245208 SiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554492 LiNi2(CO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22038 Na5VO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675580 Na3Co2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775205 Ca(MoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178074 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100565 VBiPbO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275133 MoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193420 LaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10508 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757718 CaMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849937 Li6MnV3(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209350 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1540855 Ni(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753558 NaEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222672 BeCrO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-31378 Mn3Fe(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078353 LiVNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302768 RbNa2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867515 Ca4Mg3Si8NiO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773050 NbVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22949 FeBiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542563 CoSiH15N6(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622295 MnZn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19199 BaSrCaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18725 V2S2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698293 Li7VGeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765521 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225875 FeCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216790 Li4VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175363 FeSO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18949 CaCo4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244536 LiNiPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1224026 VMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755743 Y2W2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1294618 Na3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223021 Rb2Cd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174255 NaVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302758 NaV3(PbO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222047 Na3Mo(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25459 Ba3V2H12(C5O14)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095454 MnV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756865 LiVTeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100508 LiCr2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21270 VO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-672012 Rb2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560710 KV3(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178210 VHO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760933 LiCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757263 Li4TiCo5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228550 Li4VCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202628 V2Te2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758873 Ba2V3BiO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758443 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743841 LiFe2P2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600224 LiV2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1319687 Co2C5SO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191022 V4O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777666 CoH9C4NO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757297 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849759 Na3Co2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697304 MnH7C3NO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759305 CsFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757329 Li4Mn3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760338 KGd2Cu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759540 Li4Co5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573229 MgV2PbO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173622 Na2TbMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757795 BaCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222712 K2UMo2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-652366 K2RbHoV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17385 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192830 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555364 K2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217056 Rb2HgMoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18527 LiV3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561402 CoP6(N2O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19293 MoPb5O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645513 NaVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772210 VSO4F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304518 Li2Ni3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770752 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568822 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771954 Na2Ca6Mg7Fe(SiO3)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556790 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222091 DyWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555354 Mn3Cr2Ni(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226647 KVBP2HO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558917 Sr2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247627 Sr2Ca6Mn8O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209210 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180982 Ni2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645208 Ba2V2Te2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653596 Mo2H9C2NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223496 PrTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705033 Mo(PO4)2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-776270 Na4Zr(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699908 Mn2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226180 Li5Cr2Fe5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203349 Ca(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759554 RbNaMo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766487 Li2VCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753993 Li2VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178000 ErCoH8C6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209368 MnFe7(PO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756144 CaMnZnAs2H3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867994 K2FeH2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25818 BaLuFe4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754331 Li2Ni(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764753 CsYb(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1203773 Li3FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199199 Li2Mn3NbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755181 MnCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210390 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772272 Ti2Co(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19251 V9NiO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753554 NiH18C4S6(N2O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179265 NaFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704306 MnAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182830 KCaCoC6(S3O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754915 Li2VCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2433 Cd4Mo3WO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706566 LiVOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758882 Li6VO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204373 CaCu2(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237178 LiVCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776638 LiMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20090 Fe5(OF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-943492 SrCaV2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194049 V2AgP3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850422 Na2MnSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744226 Mn2C7S2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743542 VBi(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626555 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771952 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554482 Cr(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213120 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775753 CoH3S2N5O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753636 MgNiSnP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175134 Ca2V2PbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209262 VAgTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22103 LiFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762287 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760949 Mg2MnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863961 KFeC6(NO)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754527 Rb2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31818 TlVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756584 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755246 K2LiFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776118 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755160 LiVSn3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704535 Na3CrP8O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-647 Li3Mn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177902 Li4FeSb(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555873 K4BaV6O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177526 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036954 MgNi(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100691 Na5Lu(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196917 In2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849300 V3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773501 Nb15MoO40F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744747 MnAsH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850362 K3Mo4H6O16F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764152 La7SmMn5Fe3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744600 Ca2MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753264 MnH12N2(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756059 MgMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208207 Li9Nb7V12O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211101 LiCoBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176452 Ba3V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745150 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753647 KV2PO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770968 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1207730 LiTiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758511 VF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176425 NaLiMo(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19418 Rb4Mo5(PO11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215894 FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744567 MgCrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560628 YbV4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849483 TiMnH12(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180723 MnH8C3(NO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774241 NaVAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642792 La2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209460 Mn(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1579309 SmVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752869 CaNi(PO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754814 NiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757179 LiV(Si2O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036845 Y2Cr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195998 Li2MnNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773513 Mo2C4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212381 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1285900 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661647 Hg2Mo5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653887 Li2V3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19156 K4MoS3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704944 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849459 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10589 MgVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867696 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777649 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625547 RbHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211595 Na2CaFe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214969 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556092 Na4Th(WO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755625 K3TiFeH4S4O19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542693 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752506 Cs2K4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273655 Te6Mo(OF5)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203303 Cr4Si4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095280 Li2CoOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768763 Li3FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780938 CrHg5S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1239492 Li3Fe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770967 Tl2V3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15457 Li6Mn5Fe(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541190 Ni(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10031 Li7Mo4P9O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303296 PrCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215013 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763497 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777446 Li2Mn(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867106 LiCr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213230 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775987 MnPH4O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199237 V(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776480 Ag2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216992 Ca3Fe6(SnO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198748 Li5Mn6(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769511 Fe(Bi5O8)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19409 Li6CoNi9O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177825 V2Pb4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755212 K2Mn(SO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206064 Li3Cr2P4HO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211325 MoAs2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209046 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218688 Li2Co2(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215311 Sr5Ti4FeO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560496 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773082 Li2V3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100663 RbMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200387 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540314 Li3Mn2CrO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174486 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759725 Li7Cr4P9O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174281 Cr2H28C10N6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541426 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775238 Sr2CoGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225952 ErWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178306 Li32Mn13Cr3O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1040471 Sr6Li2Cr2N8O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753634 CsK2LaV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210226 MnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560590 LiMoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755672 Na3MnSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212114 SrCaNbCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203622 Sr3LaTa2(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178894 ScVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195119 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768729 SrVPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26977 Ca2Al2FeSi3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755077 Li5FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625714 Li6CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770570 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18938 Li3VP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559511 Li8(FeO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753672 Ca2MnP2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771308 Na4Co3P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224533 LiMnP2(HO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111516 LiMgAl(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14941 LiTi3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745159 Na3SmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192819 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215728 Er2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1097033 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772101 KMo5O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1276755 Sr2FeOsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770995 Er2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099861 SrPrCoRuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560414 NaNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209266 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205913 LiTiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765407 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1313904 Ni9Te5(PbO5)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556750 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-555242 Li2CoAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1666600 Na3CrBPO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561272 Sr4LaCrFe4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555912 Li2VGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744816 Li2Mn2SnO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-560153 ZnNiF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753066 Y6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204398 BaV2H2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18840 LiVOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
