mp-1203622 K2RbLaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752598 CaFe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757107 Li3Co4SnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23064 K2LiMnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286073 MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297758 LiMnVP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-602511 NaVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753252 Li2Ti4Co(AsO5)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25458 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753847 K2FeH2OF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773512 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777454 LiCoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20312 TiCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759637 Li6MnNiP2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556993 MoH2(CO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755896 SrMgFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180297 LiVSiO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-14679 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227834 Fe3OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219606 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761257 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756193 KVH4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765807 TaTiCrO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100537 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211136 Mg2Ta2VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1252924 Sr2YCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216116 TmVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690508 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21437 CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18879 Ni5(TeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777408 LiVOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1188566 CoBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1106337 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570380 LiVF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 RbLiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753902 CrAuO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540023 CrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558215 Li2VNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770386 LiMnPH2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213254 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226968 Cs2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757858 Y10W2O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198790 ThV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30960 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567273 Cs2Mo3P5O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288892 Na3Li3Fe2P2(CO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217035 NiPbO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-6423 Na2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777543 LiVSO4F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32309 Cd4MoW3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100557 Sr2GaNi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228195 LiTiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553996 Na3NdV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849499 K2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777876 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774338 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282448 Li2FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19148 LiVGeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754873 Li4TiCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761481 KLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31969 KNa7V8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1310383 MnZn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562796 Li2MnPHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755396 KV2AgO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210635 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760942 Mg30VCuO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199739 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532540 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213391 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763259 K2LiFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19017 LiCo3NiO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210821 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177947 Zn2MoSeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759884 Li2MnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774911 Sr2YAlV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754456 Sr2Fe2Se2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505679 Dy2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581919 Sr2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744418 RbEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850206 RbTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755215 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573889 KNaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768729 Rb2Mo(SO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-8970 Tb3BWO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768407 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179562 Li3MnFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26511 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756199 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761166 SrLaNiRuO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195300 Fe10O11F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505424 K2Mo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559938 Li2Mn3NbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867994 Na3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867734 Mn5Nb(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504150 SrCaV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757991 BaBi2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1154479 MoOs(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290913 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766811 Na3VP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105546 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558383 BaMo3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-16917 ErCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-42392 KCrClO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1175848 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777778 Li4Fe(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100633 SrCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211738 Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696580 KTbCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224038 Ta12MoO33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202861 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744579 Li3Al2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755965 LiTiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556535 VZnBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-689963 Zn(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558765 Co2H31S2N9O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754639 Li3Fe4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765498 Li4MnCo5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504651 LiTiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643564 Sr2Y4Fe2Cu2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10508 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556026 V3HPb5O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-648164 Li3VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771146 TbVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756442 Li2NbCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-888 K2Cr4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-891956 Li4Cr3Ni(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560736 Li2V3P4H4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774233 NaMn2(SiO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211734 Fe2(SO7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849459 TlCr4BiO14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19473 LiMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18800 Pr2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770614 CaNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769877 Sm2Fe2As2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756514 V2Ag6As2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555698 Li3Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774667 Ba2ErV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759850 MnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559155 La7Mo7O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276026 LiCoCO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768686 Ba4ScReWO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1280709 MnC5(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653922 RbNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685373 Y2W2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1211092 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779073 MgMn2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213176 NbVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556730 Li5Ni2O2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100625 La6Mo8O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20798 Mn7Co(PO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650943 Sr3LaTa2(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227662 Zn(MoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780154 Na2MnAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1313379 BaCuWO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755968 Cs3FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5170 Li4Cr3GaO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735626 LiCoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752965 Li3Mn(CoO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755733 Ca2CoTeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1273059 Li2Co2SnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753501 LiTi3VO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228382 Eu3WO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1222577 Mo4H8N2O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1206097 Cs2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651814 ZnFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626495 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584012 Li3Ti6Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735596 Li4Nb2Co3Ni3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-627380 Li3NbV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19450 Y2Te3MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101388 KMnIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102092 KLu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755786 KNi2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111934 ZnMoO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757670 MoBr3O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-542869 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105566 LiMnPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756346 Mn3AgAs3(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202316 La2MnZnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19464 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510589 Na(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-5997 Ag6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1640734 Nd2Tl(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626555 Mn3TeP2Pb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26858 U2Co(AsO12)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735541 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26489 Mg3V2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771823 VH9C3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17071 VFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760209 Ba2Mn3(AsO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228308 ZrCoO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-757865 LaCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545646 Nd2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559874 CaMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735662 Mg30MnVO32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558850 ZnCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221800 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276666 Ni(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759438 Sm2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19373 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175658 Sr3Ca5Mn3Fe5O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076812 CoBiPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216770 NaCo(CO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196691 LiVSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003313 Mn(SeO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19219 LiNbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31230 Mn6AgP7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761051 MgNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755258 NaLi2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771013 Na6CoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777771 ErVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17544 LiCr(CO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1105199 KNa2Li3Cr2(Si2O5)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774250 Ba2FeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762710 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555373 CsMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753464 KCr2FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1264182 Li5FeOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291800 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704408 LiCdMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222638 Li4MnV3(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17502 Li4Fe3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26559 Na2Cr2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867538 YbCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715262 Li3(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198514 Rb2MnH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776474 Na2TbPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19021 Li3FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205690 LiTiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209133 LiFePO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773202 Li2VP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222345 CrC7N2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076412 Ba3MnO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756311 V2NO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19374 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4964 Li3V3Cr2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777812 RbNd(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556925 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210369 Li5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698567 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223817 K2Sr3Mn2(P2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636950 CsSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557931 FeTe3BrO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-767620 Na5LiNi2P2(CO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759677 VBi(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850194 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177474 Li2CrAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199236 Li2SiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24296 KVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13255 PrVO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-30163 KNi(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20921 BaSr3Ca2(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743773 KMoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-742819 Li2TiMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213147 VBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755564 Fe6Bi(P3O13)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867666 NaV5H18N2O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755992 Na2Mg3(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754615 Li2(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560330 MnH10SeO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196047 Li3Co11O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772101 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743546 BaSrNiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755580 Li3Cr2(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764652 LiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24755 Pr2(WO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755851 Cs3Mo5P7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756123 Sr2FeClO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-560959 Li7VGeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-996996 FeSb4C6(O3F11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753754 SrCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752971 K2RbCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228508 NaVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554354 La4ZnCu2MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698432 RbNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753867 Sm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867959 Ba8Nb6CoO24 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208589 Na3VB6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756326 Ba2NbCoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1297680 ZnCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219319 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200219 V2Cd6Se5O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191043 Dy2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211736 K4Na4Mo7WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208725 LiCrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213660 K12Mo4S11Cl4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19060 Li4Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768547 Ca3ScCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758173 ZnFe(GeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100552 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765149 Na2CrCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557315 Ga2Te2MoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194285 In2Te2MoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176671 CoSiC4Cl3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195880 KVH6SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850215 LiFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558917 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560270 Mg14ZnFeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203990 Ca2V3Co2AgO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177526 LuMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753805 Li4Mo5O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997159 Li4V2SiGeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194639 LiV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-34139 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753142 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22113 Dy2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173979 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175449 Er2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12133 NaLa2Ti2MnO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19225 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549058 LiVF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532027 DyTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198767 LiNbCo3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
