mp-18160 Li2Mn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1643334 K2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753449 KLaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756917 LiFeSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7845 InCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510568 VNi5(BO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622258 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201959 Li3Cr(FeO2)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199208 V2Cd3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555540 MgVP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753672 Li2NiSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705906 NiH6(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849328 La4MnSe6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224835 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1102963 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209037 Li2VCr(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27031 KCr2AgO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1111105 CeTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218821 Li2FeSnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766415 KV2AgO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-540984 MoH12C2(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759960 Cr(AgO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600169 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283181 KSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12164 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32244 NaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559831 Cs6Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755514 NaLi2FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753760 MgVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2600 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200365 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1292551 Li3Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1666747 V4(OF3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190916 Nd4(WO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191511 V2NO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-16010 TiV4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759391 Li2V3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1237488 LiFeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222830 In2Te2MoO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771705 Li4MnFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764063 Fe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715566 VInO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213413 ThTe2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850969 Fe3P8H26NO36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196969 ZnNi4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753595 RbVH6SeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780583 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766444 Na3V2PO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218517 Na3VS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541368 Li2Mn3F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1256217 LiFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758998 LiV4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763178 Mg6MnO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213876 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-552651 CrFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755125 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753577 CrAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10905 Na3MoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776471 K3NdV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1188418 Sr2FeOsO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1209371 TlIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199538 Rb2MnP2H3(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1261497 LiFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777673 BaCa(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199552 Li5Mn2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756822 Li2NiOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569454 La2TiNiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-697789 Sr3Ca5Mn7FeO24 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765601 K2V3(PO5)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100517 TlV2AgO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1261316 KVPHO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100926 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753624 CrCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104265 NbTlV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600168 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754873 Li6CoNiP2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19123 Ba6Na2Nb2V2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215102 Na(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19080 Fe3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223759 K2MgZr(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744776 Li4V5Co3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180509 Li2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223350 Sr2CoSe2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209247 TiNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753093 Li3Fe2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779164 Sr2Fe2S2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753282 Li2Co4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755965 LiV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554381 Na4Ni7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626843 Li2InFe(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756589 CaPrCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754264 TbFe3(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559672 KMoIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19238 LiV2OF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286807 V2Bi8O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757829 Co4(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198378 SrMg14MnO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-15834 Li6MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177837 VGa(TeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777772 V3Bi(PbO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222601 LiNiOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639333 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180493 K2VCo6Cu2As5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778616 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557323 Na(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867519 NaGa(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753545 Li15Cr15SiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625258 CsMnMo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213695 Ba2HoCoCu2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776555 Li3VF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769471 KMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301965 Sr2FeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209123 V3(H3O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755466 Mg(FeO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-697794 Ca2Co2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1314950 V2Zn3TeO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770892 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210045 Li2Co2SnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753245 Na3Ni2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559155 Na5Co2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694934 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192249 LaFeAsO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752431 LiVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743645 Li2Ni2SnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760110 Al2NiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759125 Mg2VBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214814 LaFeGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759398 BaFePHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6562 Na3Fe2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1249045 Yb2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198023 LiNiBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205495 Y2ZrWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774897 V2S2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755468 VCo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218175 SrLaMnO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196143 Rb2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561129 Pr(MoO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867554 LiVP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1181308 KNa2(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540624 CoP3H16N4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758390 MoPb3Cl2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222393 Li2FeCSO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198646 Sr2TiMnO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274234 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765596 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26127 VCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209465 Cs2Cr4Cd(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221950 NiSb2H12(O3F4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754906 Mn3NiSn2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173492 Nb2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195697 MnP2H2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191677 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555913 ThV2PbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25082 FeO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754995 Na2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221409 Li3Cr(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504994 SrV2(H4O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770677 Li2CoP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1203873 LiFeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541993 LiCr(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17170 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772427 Ni(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228762 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754248 CaV4(AgO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18815 CrB3(HO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176435 SrCrF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1036060 Mg30VSiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-644594 LiTiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10030 Ba2CoSe2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766815 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560338 Li5Fe3(SbO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760228 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7928 UMo4PbO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683660 NaLi3Fe4(SiO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111290 V2Pb4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553887 Li2UWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753847 YMo2O7F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1573242 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182907 K3VH2(CO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1299496 SrLaCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756985 Li4Mo5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201978 Li3Mn4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-615173 Li2VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780098 Na3LiV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-640883 Li5Co4(NiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557442 Ba2VFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212132 Na4CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178094 KLiMn2(SiO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770650 KNaMn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746670 Co(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763975 Ba2Fe2S2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551629 Rb2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179980 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213230 Na4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555364 LiV3Zn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20460 LiCrO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-30163 K8Zr(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219784 Rb2Ti(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1284649 BaSrCaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559885 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780861 TiMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27222 Ca2VWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773455 Li2CrNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26197 BaMgV2ZnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778359 KCrO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773122 RbV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-625679 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211736 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282537 Li2Ni3SnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1315 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222550 YTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211857 V3CrSb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704944 HoSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541763 Na2Te3Mo3O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1318458 Li7Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1113894 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764629 Rb8Th(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197813 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226239 Ba3V2(SeO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759942 Pr2Mo4O15 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755332 Li3Co2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-782652 RbPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173267 Y2CoTe2(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554064 Li3V2(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205906 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554135 Na2Co2O3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1214485 SrLaVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228249 ScMn(BiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25234 Li2Fe3F8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755527 Be(CoO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849749 LiAlFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772178 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177395 TiNbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274301 Li2VCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558215 V2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291800 K3Co(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194448 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305171 FeH12C2(N5O3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200917 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780670 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209114 VH6(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25849 Ba2MnSi2ClO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-551760 Sr4Ca4Fe3Co5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175282 Na4UCr3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290831 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867106 SrCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756362 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570351 KFeH5(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209460 Pr5Te7WCl3O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213033 Cs2Mo7O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204913 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20073 Na2SrV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1577282 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753007 Cr2P4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215303 LiCoH8(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278576 TiVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642974 Li3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558859 Cd2MoWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759163 CoO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753265 LiTiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8107 Sr2FeSnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753926 ErBiW2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1295085 Li6VO5F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753001 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197854 Na3MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645272 Fe2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194599 Ta2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765172 Tb2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867723 Y(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753045 Ag6Mo10O33 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775278 CoBiAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18892 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16882 CrAg3ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213333 Cs2NaCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218828 CrSi(Ag3O4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763317 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18894 LiFeF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1267964 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759138 TaTiFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105234 Li5NiOF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193615 Hg2Mo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768869 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1071505 NaMo3NO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19212 Li2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775339 Ba3Sm2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774676 Li4Mn3Nb2Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173688 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6213 Sr2MnGaO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752758 FeH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218351 KNaV6(PbO3)8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223519 LiSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560652 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19134 KCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752834 BaCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752752 LiV(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32686 BaLa2Mn3O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-3395 Mn2Sb2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173735 Pr4FeAs4Ru3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555338 Li2TiFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754230 MoH8S2(NO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-865024 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218246 Mo3C7Br3NCl3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220416 Li2V3CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759994 Ca3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776751 VReO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209350 Sb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542317 LiMnAlO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530214 Li2CuNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288155 Ba2Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1187773 MgV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224144 Li3Fe9O5F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178894 LiMnCoO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
