mp-753049 Co2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626701 Li3V2P4(HO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223707 LiMnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1232318 Zn2MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558897 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216153 Ca4TiMn3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759492 TlMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557893 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28207 Li2V(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275523 LiV2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626794 MoH8(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227662 Li2FePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756221 MnH(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105117 CsEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222477 ZnCr2(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272911 YV3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753694 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193420 KLaMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18740 Te2MoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558509 CoBi6(SO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174567 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773140 La3FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754513 NiBiPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699179 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560522 Li2Ti3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753062 Li2Cr2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1104265 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651311 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222041 Li3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780579 LiFe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-928 Na3MnSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-976868 RbV2SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777055 Ba5V3HO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542158 TiV2CrO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223402 Cs2K4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774823 Na3CrSiBO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19202 Ba2MoO3F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19450 Ba2V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173129 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19208 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768836 Tl(MoO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770535 Ho2V2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1202364 Ho2MnRuO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227034 KSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755861 NaCaMgFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177508 LiCoB2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772554 LiMnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554966 Nd3Er(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706661 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863379 Li2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205019 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744260 K2Cr2AsHO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776096 Li17(CoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760938 Li4Mn5P6WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222159 CsSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755665 Li3Mn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1310460 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765626 Cr3InO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603572 LiMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754932 CaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101210 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193081 La7Nb3(W2O15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541256 Li2Co2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194599 LiV3(OF2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772174 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222591 KSrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704102 LiCr(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209958 V6H2Pb4Se3O26 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222861 KSrVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224890 Na3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214126 Na3Co2SbO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1177336 Ti(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213738 Ag2Te4MoO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177582 VOF2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-771702 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753729 Li4Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201692 Li2FeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192111 LiFe2(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753985 PrCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1038595 Nd2TeMo6H38O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560897 Na3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774935 Li3TiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079680 Ag2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761077 Mn2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756855 LiFe(Se2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755166 NaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209026 CrAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753364 MnFe2Pb8F24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760178 NaMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105952 MnAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753103 VO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-41473 Na2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1267368 Li2VO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558956 Sr3Cr2Cu2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760112 Ti4(Fe2O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219828 Cr2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297665 K2MoSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297951 PrMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559247 MoH8S2(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694919 Mn3ZnO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25912 Li2TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557603 Sr7CaMn2(Fe3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221083 Cs2NaCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546989 V2SnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778621 Li2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211147 Ba3NiSb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207863 Mn3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1183681 Mn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687091 Li4Fe5SbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277718 Ni2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211443 Rb7VSiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 LiTiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1022730 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1099867 Co(BrO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19412 TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763546 Fe6O5F7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771340 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765340 BaTbMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19461 Ba3Cr2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209095 Li2Fe2C2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203873 Ba2YV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720201 Li4TiCo5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26600 CsDy(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16891 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100861 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076459 Ni(SbO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173107 NaCoP2HO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18971 Ca3Mn2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-504351 Nd2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208013 Na2Sr6ZnFe6F34 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9231 LiNi2P3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760228 Mg(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557105 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561743 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767952 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757646 Ca2Mn3Si3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753994 LiFeSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754682 Mn2P4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204398 MnCd6O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217532 CrB2(PbO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-623590 CoPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-631621 La12Ga23WO56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19219 Ni(XeF7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759583 Na3CrH14(C3O8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303453 FeClO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1273212 K3MnCrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1035956 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176449 Sr2FeCu(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532538 LiVCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-613910 SrV2TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203257 Li3MnBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849499 Na5Fe3F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27510 Rb2CoAgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076890 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275133 MnC4ClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192289 RbNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199278 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567270 Li2Fe(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207646 SrCaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105721 GdYV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226075 Na3VS3O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756558 CaCr2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176640 K3VH6C4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755692 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24550 BaYMn2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-12635 VO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755171 Mo3N2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173735 LiVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559485 V6H2Pb4Se3O26 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19054 Na2Li8U11(WO22)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584012 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772649 LiY3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780606 Li2NiBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198514 Bi2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3774 Na2YMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223546 ThV2PbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178498 MoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1197022 CaCo4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562985 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776460 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215273 SrCaMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752789 CsEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17502 FePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205476 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1187744 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-35078 SiMo12H24C6N3O40 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554913 NiSn3(ClO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561060 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765405 Er2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561642 Li3V(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-683652 Fe2C9O7F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178177 Li3Mn4SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-864958 LiMn2PO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224963 Na3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179005 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19281 Na3Fe2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555988 Sm2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744610 Li4Mn5Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-563010 K2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213193 Li4Y3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744418 Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770650 FeNiPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769557 Rb3NaV4H2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202181 SrLaMnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296431 VH9C3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753480 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772661 YWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540779 PrMn4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192358 NaCaMgCr(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1640067 VCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573681 Hg2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770488 Li2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-603406 LiNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556633 Na2Mn2O3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1071505 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743873 Li5MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223008 CoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19403 Na2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850710 CrSbTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179211 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209985 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575669 TaFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1319466 Mg4FeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-138 Nd4(WO5)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1573242 Li2ZnFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540715 Li2Zn2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752593 Rb2U2Mo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771217 FeH10N2Cl5O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209470 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076139 Li2U5MoO19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238703 Li12MnCo(Ni5O12)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1212309 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178210 Li6AlFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643412 Mg8Mn3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211851 LiSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754449 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555373 Li2TiCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777412 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196616 NiAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19220 CrCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653922 Ba2EuV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209245 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756253 LiMn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198777 Rb2BeNi2F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754732 MgCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1113888 RbMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756659 Ca8V7ZnBiO28 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-778756 SrMn2V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26093 NaLi5Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31518 Cu2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197332 Cs2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175158 Li2Mg2MnFe(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1039661 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705201 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559772 Li2VCrP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760242 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555698 Cr2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-608469 Ni6O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228336 Na2VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773197 Ti(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754081 TlVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772117 MnC4BrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756940 Mg14MnVO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780515 Na3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778297 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099844 RbTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561273 Cs2V5H5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202861 ErWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-656887 CsRbMo3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-572231 VCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213766 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191914 VCuBi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19019 NdTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753613 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213316 Yb3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-691119 Li3MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505784 Na7Li3V10O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-865272 MnZn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210369 Na3Li4Mn5O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177789 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-655124 Rb5Er(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29047 Li8Mn(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17006 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850918 VBi(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275461 Mn3Nb8FeO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18943 Tl3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1261316 SrFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760173 MoOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5033 K2NaV5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554354 Li2Cr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780622 MoH8(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8166 Li6NiOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510281 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752688 RbV3Cd4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176718 Ba3MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744790 Fe3Te2(CO)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1293017 V2Co2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24296 Mg3Co2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11732 Ni3Mo2SeO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210978 Li2Mn3NbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19156 Li2CrCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555710 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558211 MgV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210254 Ba2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777886 Na5LiCo2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755946 Li2CoGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22608 Mg2Mo2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228797 Ba12MnRu5(ClO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194793 Li2Cr(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194929 Cs6Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
