mp-753521 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763336 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18994 EuTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214859 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1660522 MnNiP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-684942 CsK2LaV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778680 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773463 Mn3Fe3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556447 Na6Mn2B4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076829 Fe4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555873 Rb2FeHgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752650 MoSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211497 LiVCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752778 Li2Fe3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16991 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19292 Ti2V(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1142909 Li2Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569015 Ho2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744439 Li4Mn3NbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217765 SmCu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1226235 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562139 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100861 LiMnP2(HO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752480 Si2Mo4P6O25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755509 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209266 CsVCuF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761527 CrPC5Br3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683666 Na2LiMnPCO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-758528 CaNiSnP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11654 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776244 CoH15Br2(N3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771595 TiMn5(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849394 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697815 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5763 Sr2MnCu2(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175449 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558484 Li2V(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193007 Li5Mn2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762012 LiEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221438 CoH4SeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777833 ErMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1186106 TlCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758644 Li2Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554340 Cr2H8N2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753696 Li4FeSi2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1195120 Al8Zn3CoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754915 LiMnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18949 LiVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218963 LiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755644 Li4CaNiO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1210103 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1198721 FeO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774251 VAgOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-608016 Na2CoAuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1080205 K3Mn3H2C12O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21976 Rb2V(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770948 Ag2Mo(I2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756551 Co2(CO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194285 VAgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221830 La5Fe4NiO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222209 Ba2Mn3(SbO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18307 LiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754456 Na2VHgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223138 Yb2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217238 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752941 VFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584942 Li2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759688 Li3Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752653 Li2MnCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773092 Mn2As2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744690 LiNiAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542693 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754143 Li2Si2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704459 TbMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19310 Li3Fe5(NiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175769 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078539 K2SrTh2(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705680 Pr(WO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080749 LiFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217203 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767632 Li2Mn(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177973 Bi13Mo6(AsO14)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227483 FeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104938 Li5Mn2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28262 NaFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19476 CsCrO3F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744328 LaMn8Bi3O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760279 Li2MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753030 Sr2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768845 SmAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757635 CoH2(CO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222860 MnVAgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1171226 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763497 Li6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100931 Li8Fe7Te(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636746 CaYMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17138 Ca2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192277 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863388 Li7Co5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849756 Ba2AlMo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196917 La2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190856 KMo3(PO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177559 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174054 Li15Cr2O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22974 Na5VO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752976 VCdClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174714 LaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771190 V2Hg2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174829 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559445 Li2Ti2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776870 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755733 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213040 Mn3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504994 Sr4TlFe2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205396 Hf(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704535 SmMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559503 Eu2Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780526 Li2FePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210734 Li3Fe4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105353 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1653077 TlVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753644 Ba3V2O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216205 Li2Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204296 CaCr4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698622 Li2V(Si2O5)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756985 LiMn2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176576 Na6Mo11O36 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1012835 YCr3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773085 CaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178130 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204069 Mn2SnC9BrO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18909 Na2Sc4Zn2(MoO4)9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752560 Li4Mn3Cr3(FeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1113738 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209935 Ba5Lu8Ni4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203689 Ca2MgFe(CO3)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1210896 Nd7V2BO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694908 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178456 LiCoCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772075 ZnCr4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757163 CoAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21512 Na5Y(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755396 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772272 Pr2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759491 LiMn2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1648181 CaNdCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076492 ZnCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766095 PrMg(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079306 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770376 BaV2CdO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752469 Zn2IrWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775153 SrMgV2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-550479 Mn3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759855 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19368 FePbC5N6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540914 Rb2MnH2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272466 MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757208 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227933 ThV2PbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173256 Li4TiNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759935 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1318790 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-868046 K5HfIn(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560869 TmMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182658 TlNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554533 BaLa(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755111 CaV2(BiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176297 Li2MnVP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200495 V3Bi(PbO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190839 Li2(FeO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554044 NaMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244503 CaNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642974 Y2Cr3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771853 Na3MnAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756248 Mn(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746670 RbLaMnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225189 Rb2Cr3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192384 ZrNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758993 Ba2Tl2Zn2Cr3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774404 NiO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-613910 Ni(XeF8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205381 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205019 Cr4AgBiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556911 V10O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773050 Li2FeCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9892 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1104788 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771184 MnP2H2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224465 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540652 Li2Mn3ZnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744631 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13642 LiTiVO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-556265 K2LiMn2O4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1198767 La2GaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173964 TbMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-630641 K3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202580 YV3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218935 VCuBi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759513 Li4Nb3Fe5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1190417 Li4Fe3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674221 Sr10Mg5Mo2(WO10)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18738 Li5Co2Cu2(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558402 Co2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218693 FeH2Cl5O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762980 Ni7Te6(ClO9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227058 V3H8(NO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684742 K3ErV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505263 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218145 MnBiPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771878 Sr4Mn2Ga2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562382 Ba2SmV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8329 Li2AlFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569717 Li4Cr3Co2Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753480 Li9Mn21O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-624691 RbNaMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772994 RbAlV(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211381 Mg2MnWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216798 LaMgTiFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644129 Li9Co7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201992 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104356 NaV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19385 Li5Mn(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218391 Mn3Bi(CO)15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559250 TiBi8W(BrO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218297 CsMnGa2P3(H2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213151 RbFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18990 U3Ag6Mo5O27 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770883 Li3VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13255 UAg2(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202981 BaMo4(PO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759794 Rb2LiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753382 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755146 CrB2(PbO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770416 Ba2NiMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100581 Ca2TaCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775331 Li2FePO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661570 NbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228377 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221952 LaAg(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720829 LiNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226936 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1578402 NdMn3V4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197647 Ta2VZn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199770 KCr2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1650178 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768571 Li3Fe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176624 U(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17306 CoH21C2N6Cl2O5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-849562 CaFe3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177582 BaCrF5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-556688 MoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756301 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753902 FeHO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19172 KEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753436 Li2Al2CrSbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774256 Cd3Co2H44Br12(N3O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768534 Sm2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756125 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850355 Mn2P2C12S(O2F3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558147 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754683 HoMg(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194207 Li2VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203827 Sr2NiTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195912 LiFe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223077 Mo4H8N2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27003 LiFeSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557676 Rb2Ni2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505009 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559172 Li11V6O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220430 NaFe(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111638 HfCoO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1220980 NaNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101253 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758349 Ca(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192819 NiH6C2(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197869 LiVTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210292 Sr2CoSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095213 Li32Mn13Cr3O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759911 V3AgO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218837 NaVO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100743 Rb2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076750 KNa7V8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079439 Tl3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037924 FeCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1239371 Fe6OF11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-652229 Ba3Tb2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296971 Li10Mn23O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1271282 MnOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764926 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194619 LiCr(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209660 Ca3V6(FeO6)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24067 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207819 Li7Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18749 Li3Fe2P4HO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776441 KLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1318458 Li7Mn(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771327 Li4MnP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-695069 Nd4FeS6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561998 KCr2AgO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1301229 VCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37614 CrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753993 K2Ni(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761066 K2CoH4(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218824 Sr2V3Bi3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-939 ErTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551219 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777650 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195447 LiFe2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177691 CaVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569036 Li2Mn(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568152 Li3MnVP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
