mp-1218736 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214409 Li2FeSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510459 CsMoAsH2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200495 Mn3B7BrO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755934 CrCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735563 Ca4Mn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560690 Ba6V4S11O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113894 Ba2CdMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560699 NaBi(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176413 BaAlCoCuO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850331 BaLiCrF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175466 Ca2CrH2I2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174601 CrPdO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753322 MnPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753547 Al4(FeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778744 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208190 SrCaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25213 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772426 Li2Mn3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274301 Li5NiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550763 Ba2TbMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228399 CrH12C2(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754859 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174515 Rb6U2Mo4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1305214 FeMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768606 Ba2V3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698406 Li3FeOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279252 NdAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505392 Ba4NbFeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661518 Li2CoGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190466 LiMn2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18829 Mn3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776347 Li4MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780941 CoBH18Br2(N3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19251 ZnCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752598 KLiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780295 Ca2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776762 Ni3(TeO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1280741 KV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752697 SrMoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221838 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9049 MnH2SO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199170 KNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556157 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298204 V2H15(NO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766025 BaHoCo4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19019 CaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22417 CoBi(CO)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-15481 Li2UWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208685 Li4VGa3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-865024 Mn(HO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203525 Li3Co2Si3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175716 PuCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559178 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19449 MnRe(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227384 Mg2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559910 Li8NiO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228382 V2Sn4H24C8O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674490 Li4Si2NiO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1037391 Er2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867668 MgV(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745180 LiNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756582 Li3V2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647813 Li4Mn3Cr3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227166 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036956 Fe2ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238483 Li2FeP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1176570 FeBP2H5NO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755372 CoTe(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196885 Li6Co(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532540 LiCr(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201917 Li2VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215003 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753011 VCrP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627151 Ca4TiMn3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575885 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1280709 KTh2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764466 LiMnV(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212131 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556911 Rb2U2Mo3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757163 Zn2Ni9O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764345 K2MoH2(CO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101650 MnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10542 LiNi2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19340 LiCrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767265 Li2VCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759543 CaFe3(SiO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753346 FeSiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760211 Mo2AsH18C6NO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603935 BaMo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780154 Li10Fe3Co7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195168 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076543 VP3(Pb3O8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764002 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758830 Li4Ti3Ni3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744776 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175684 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176702 NaMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557087 SmCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752997 Mn5FeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772627 Li3V4O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212381 Na4Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753734 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776587 MgFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757358 K2Zn2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775564 CaCu2(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1143651 La2MnFeSe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180162 K2LiV5H10O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704545 Ba2Tl2Fe3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760844 Ba6Na2Nb2V2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757930 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195555 Ti(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683791 Cs2NaNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175310 Fe2AsH19SO18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211057 ErWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754576 Li4Ti3Mn3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558369 Ba2NdMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247672 RbV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558075 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18969 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227182 Na2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757246 Na2CaV12O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179251 Ba4Fe2MoWO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210666 Mg30CrFeO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228103 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553919 CaTiCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556759 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19270 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553895 Cr(PO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3315 Fe2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209373 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760008 LiCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14524 KSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209254 Li3MnSiBO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214095 TiNiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1279869 Li4MnCo2NiO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228095 RbYb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211766 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201686 ZnNi4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559672 K2TeMo2(PO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510281 Na2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761261 K3NaCr2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755746 Al2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755468 Sr4Al6MoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1254079 Bi7Mo2(AsO8)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194343 ErMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221127 NaLi2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217810 HoVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198439 Ca3MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290856 Li13Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281591 MgCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1132757 Li5V3F14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222030 LiVFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190901 VZn2IO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205381 TiCo5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775270 Li3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19373 CaFeAsF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744193 V2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19065 Nd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778608 Li2VO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763943 NaVCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756613 MnZn(FeO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200592 Li3Co2(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215732 Li5V3CrO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19127 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744527 Na3V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754230 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556415 Li12Ni11O28 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559250 Cr4(P2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-601377 KNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27031 LiVOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1665555 Na2NiP2(HO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556220 Li4FeSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176576 Li4V(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104448 InMoHSeO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776411 Rb2Mo2H4C4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211413 Li8Mn3Cr(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753142 MnP2WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222368 Be(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19258 RbCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616232 Rb3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287629 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555219 LiFe2(ClO)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-25403 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555373 Cs3CoF6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1218481 Li4Cr3GaO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211349 TmSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758472 KSc(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19118 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769551 FeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778616 LiTiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625731 MoF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202726 CrOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25053 LiVPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209262 ThV2SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771270 Rb3GdV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225856 Ba2DyV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20287 Mn2ZnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20168 Ta2Mo2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772415 FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16917 K6U2Mo4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176947 BaMnAlF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223342 LiMnPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1570380 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756990 Li5Mn(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24576 LiMn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758858 LaFe4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221645 MoPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209026 Co2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283877 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210021 Li4CoCu3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18937 KCrClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755244 Li3Ni(SbO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569015 Ba2YV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221399 Ba3Y5(CoO5)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1262001 Li2Fe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1246700 SrV2TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207118 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-835 MnC5BrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773603 BeCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9039 AlCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-581162 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103413 ScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209627 VOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197396 Si2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625246 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-608522 LiVBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178209 FeH2(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076696 Li2NiSn3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096819 K3Na5V3Mo5O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-28207 LiNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557229 Ca3FeRhO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704306 Dy2CoTe2(SO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505449 Li5VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753963 Co3(AsO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211305 LiFe2(BO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-555537 Yb2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754072 FeBiAsO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554705 DyCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1120731 Ba3Nd3(Co3O8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28138 Rb6U5V2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561861 KMg2V3(CuO6)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1222059 Ba5V3ClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763259 Li3VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752855 YMo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202316 Li3Co2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095110 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557135 MoH12N3O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205182 Ba2V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773161 NaCaFe2(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19165 Na(CoO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554228 KSrVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218391 La2GaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14312 Li2(NiO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661337 Fe(BO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173616 Ba5Lu8Ni4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756141 FeTe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756921 Co(BO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1283577 Na2VBAsO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193468 Ba2Li3Ho3(WO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555287 MgCrSF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765219 FeB4O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1296002 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181965 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19290 CsFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780676 Li4FeF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225972 CsSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193007 Ba8Ca5Mn3Fe8F56 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-556209 SrFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773178 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770416 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212201 TiNi3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213436 K2NaMo(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774938 FeH10S2NO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176545 Cd4MoW3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180216 Li3NiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174277 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761023 Li4Fe2Ni3Te(PO4)6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1178798 Nd2WO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776152 NaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754615 CrPO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754373 LiV3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222548 Li6Mn3Nb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209169 LiTiVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173961 Na3MoNO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201217 Na5LiCo2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19491 RbHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555112 CoBi6(SO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12912 Fe(PO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761000 V2Bi8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757179 HoCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199642 Na5V2P(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675305 KTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25280 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867106 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213814 Cr2Fe3(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200798 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641097 SrLaFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1252807 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505245 V3Pb5O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556349 CsTiMnOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756947 Mg2V3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-773399 Cs4Zr3Mn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767625 Sb2Mo10O31 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558956 LiV2P5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758241 Cr(PO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754284 V2MoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755803 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554340 V3(HO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19438 PaCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174799 Sr2NiTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771137 Dy2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
