mp-653922 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101657 CoAgPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770782 Rb3V(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19083 Cr2TeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777469 Mn(SbO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18993 Li7Cr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078132 NaFe3H6(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768097 K3MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771275 Mn3Nb8FeO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557020 Rb2TlCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743614 Na2DyPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780765 MnZn(SiO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-760034 ZnCo(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218702 MoP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761246 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651311 CrP3H17N3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540767 Li2V2SiGeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757140 FeSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080205 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-996995 K4Na4MoW7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662022 Li4Y3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104363 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770565 Li4Cr3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211339 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753187 Ba2YV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774243 CaMg14CrO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105454 Rb2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765964 CaMgV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765498 Li2MnFe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19313 V3H6CNO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1036613 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-35078 ThV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777917 Mn(IO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752488 Li4Cr3Fe2Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754748 Sr2NbFeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758117 K3ErV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198550 TmCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297758 Li4FeOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3751 MnZn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217427 NaVCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771037 Li2FeGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1075966 Ca2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276026 Li3Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684742 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768583 Li2VFeP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753436 CsLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647969 Ti(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223595 Li2MnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770903 SrCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276200 Li6V(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1189894 La2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754053 Ca2V2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773178 VAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19380 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773197 Li3Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277859 VPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1224465 VCdBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214949 Ba2Sr2Co(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1565994 LiNi(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561026 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-648164 Y2MnCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4369 Sr4V2(Se2O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753020 LiFe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194049 NaCo2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505424 Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286995 LaFeAsO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768808 CaMn4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210021 Li4NbV3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-504262 Ca2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760104 Na4MnAl3Si3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24597 Li3V(TeO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758123 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204389 Fe5(OF2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20659 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755154 Na3Sc2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-976763 KMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769528 NbV3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-4368 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2205 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208680 KTb2Cu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221457 CoBH18N6(ClF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743587 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1187773 KLi2Mn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210927 Li6MnO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-39888 Li9(FeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756450 LiMn4O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765739 LiMoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704637 Li6NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755644 Na3MnSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561398 U2Tl2Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177103 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214582 NbTlWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19446 LiV3Zn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209985 Ca2CrSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203869 SrLaMnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753396 V2Pb4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772117 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758702 FeNi2BO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697769 Cs2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765629 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102997 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504351 LiMn(CO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-21241 CrB3(HO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218705 Sr3Cr2Cu2S2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759042 CaVBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770138 KNa2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279623 Li2TiFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209334 Ba3Mn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867647 V2Zn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774860 KFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096874 Tm2MoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195998 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222793 MnVCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755022 CrCuAsPb2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7827 CoH15Br2(N3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771143 MnZn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18845 Li2FeO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199237 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765488 Li3Mn2(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228762 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195132 Li2VGa3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193019 KCr2AgO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758648 Sr2MnCu2(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776446 LiFeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227671 NdAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193349 Sr7CaTi3Mn5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752589 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850898 Mn2GeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1259496 Mn6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753558 V3OF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759088 CoH9(NO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111141 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214013 MgCu2(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643577 Na3Co2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220014 YMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744347 ScV(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753672 V3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1147781 Rb2U2WO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772272 KTh2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776960 LiV3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1017466 Li2VO3F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755520 ZnCr6Si2Pb10(O16F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218183 Li3AlMo2(AsO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213685 Na2Li2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551219 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757718 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772626 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19169 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-653 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650943 KMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228204 Sr3PrMn4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10883 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190931 Mg2Ta2MnO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-562797 Li3CoO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111539 NdReMoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1040266 Sr2NiTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19167 KRb2Mo(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778622 Li3Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36465 Al2FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1647854 FeBi2PO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196542 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752864 Li2Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209460 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18823 Li3VOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223386 V2CdO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-891955 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765675 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756840 LiTi2V3O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-530444 Be(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181006 LiTi3MnCr(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556937 Cs4U3Mo3O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756743 Li8Mn7Sn(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-583506 K4MoC5N6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279742 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504578 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867782 VMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504445 NdY3(Mo4O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769509 VCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192859 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-652 Ca2FeCuSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754888 Ag6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303453 Ba3Sr5Co2(CuO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19009 RbNa3Mo2H18O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757277 Li(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776763 K4MoWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764273 Li3MnCr2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209259 CsAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306353 SrLiTi3Cr2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179434 CaLaFeAgO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-546007 VAg2AsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20564 SmV2IO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199101 Na3Li3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1640048 V2Cd(PO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769516 V6Zn3(FeO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29148 Li3Ti2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078668 KMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540914 Tl2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-603241 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1189650 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757549 VO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-745150 Li4FeSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1316404 MnS2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757823 Li2V3O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773119 CaLaCrSbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1202541 Cs2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178103 Li2FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863443 NaCeMo8H40C12(S3O17)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754400 RbTm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1187759 VCl3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206605 Li4MnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760106 Rb2UCr(IO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19453 LiV(TeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29188 RbNa2CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752981 MnH6SO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244931 Ag6Mo2ClO7F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210465 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224890 VZnP2PbO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200592 MgVCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17542 Mo12PH24C6N3O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642975 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200253 DyCrC6(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759969 CsRbMo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247738 Na2V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541256 Mg2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561210 MnC4BrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761134 La4Co3O10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19440 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685233 KMn(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213168 Co2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755218 K2CrHgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177943 CaV2CoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195880 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559481 Ti3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199552 Ta9VO25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755038 Na3NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760974 V3(H3O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101210 Cr2SiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211147 VZnHPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202726 Na(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753030 K4Mo2H6S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111934 NbTlV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212131 Zr4MnO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214516 MnNi(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757778 VCuO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218246 KCrO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558255 Cs8Fe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228260 BaMo4(PO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18720 Li7Mn(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765972 Co2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175280 Ba6Mn4Co2ClO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645272 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545850 K3NaMoC4(N2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755176 Li2MnSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26140 MnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076342 Li5FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-601377 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556455 Sr10Mn(RuO5)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27031 Rb2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101395 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753525 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779054 Ba2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222091 Li3VF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214963 Li2V3Si3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19340 MgCoBi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18969 Li4Mn3(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23967 MgVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13217 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174686 K2Sc2P2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25988 Li5NiOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20986 Ho2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281428 LiVPHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653788 MnHC3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849475 FeP3H5NO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760320 MgNiBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111290 Co(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996948 CrB2(PbO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560734 LiCr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301539 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192126 NiCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559433 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217235 Li6AlFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101556 KMnIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199739 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774866 LiCo3P3O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1173895 KUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210963 Na2Ti3Cr(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767644 LiFeMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754656 Mg4FeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757374 Ga2Te2MoO10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-5033 DySbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849432 K2Cr2AsHO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510408 Ca(CoO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559185 MgMo2P2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18520 Li2NiBiO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-24732 ZrMoWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626099 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203157 Sr2LaMn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758241 Li4Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25849 Li17(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759062 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19184 GdVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099253 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19011 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755584 Bi13Mo6(AsO14)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175603 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210945 Na2ZnFeF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704988 Na3CoAsCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25394 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755937 Na2SrLiVP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205311 FeCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766473 LaMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
