mp-745180 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758399 Ba2Tl2Zn3(NiO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752736 CaMnF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558757 Ca3Ta2Mn2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772414 CsMoP2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203284 Mg3Mn3(BO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-505784 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753579 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744843 NdAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758960 MgCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560276 ZnCr6Si2Pb10(O16F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744691 Cr2Ag2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1307607 CaNdTiMnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210390 Li4Co3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758668 LiNd2Tl(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554144 LiV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560924 Mn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200365 K3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760196 ZrCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776458 Ba7Nb4MoO20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755934 Cd4Mo3WO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8317 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753770 CoP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-653 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195215 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754357 Li2MnV(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756221 SrLaMnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23823 KDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867971 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505245 Li3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2612 MgVBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1248912 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079436 Na3VP2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1211929 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754980 K2UCr(IO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211325 K3Sc(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1579553 Li3VSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223502 VH16C4(NO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772015 LiVCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19362 Li2CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549058 Mn2C7S2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763434 FeGe3H4PbO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755214 VIn(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201418 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1362582 VZnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212689 Li2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19112 NaVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756536 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770950 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850949 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759041 Li4Co5O9F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558255 Na3PrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202595 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510625 Li3V4NiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541006 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15531 Sr8Co6Cl4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1299496 Li3Mn2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690540 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753929 LiAlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24555 MnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248826 Li2CoCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100906 TbCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-628549 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753500 Li4Ti3(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704577 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756450 LiTiV3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774256 CrTe(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780672 VBi(PbO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226235 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778493 K2CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208009 NaV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227848 Li4Y3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217532 Mn2CuH12(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756497 NdMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199536 SnMoH6(CO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649195 Mn3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777402 Na6TeMo6(H22O23)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780325 Li7Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101214 Na3Mg2V3O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753463 FeC7(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766106 Sr2CoSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781081 Na3CaFe4(SiO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223991 Ca2Mn3P3H6O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013911 Na2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198857 LiMn2(CO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19178 TiMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766099 Li4Ti3Mn4(CoO9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560864 Li3TiNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-543079 K2Mo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759163 CrReO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mvc-2206 NiH2SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757988 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765901 Ho6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757934 CsEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755101 Co(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761158 LiVSi4(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30205 NaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768834 Na2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195300 K2CaV4H14O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758285 CoPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223180 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780759 CaLaFeBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175407 Ca2AlCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754642 Sr2NiTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199904 MoPNO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201553 Na2NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775211 CrSi(Ag3O4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207730 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200193 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175282 Li4V2Co3Cu3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226968 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204373 Co(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099923 Ba2La3Ti2Cr3O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753791 Li2Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-691106 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554148 Li2TiMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177418 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173616 YVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209244 LiAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780184 Li2U(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773177 Li3V3(BO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199843 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754914 Li2MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559085 KNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18909 MoPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768551 LaCrReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-688785 Na2Fe2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-672176 Na4MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211939 LiFe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1239062 CsVSO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758986 V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221578 MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753264 CrPO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-770604 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558345 Li2VF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176035 Li2FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201281 Li7MnP4O14F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297758 Mg2Ta2Ni2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625547 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176488 Li6VO5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4368 LaMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180982 Li4VO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541190 KMnPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754904 Ni2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653267 MnSi6Pb8O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756524 Sr3NiPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645743 Sm2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10468 Rb5Er(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217519 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19034 Li3CrSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774777 Ga2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504566 NaFe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210504 KBaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755951 LiVFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199703 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743587 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16917 Li5Co3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213684 MnZn4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776555 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758552 ZnCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211523 Ni(AsO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210292 SmBiW2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22458 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18906 Li2Cr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196559 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554814 MgFeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198514 La6Mo8O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558066 CoBH18Br2(N3F2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203415 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-689929 Li2Fe3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-673691 Nd2Cr2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7383 Li10Mn3Cr3(FeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 Ba3Nb2NiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754294 VGa(CuO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105560 Sr3TaCoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769538 Li2VNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756186 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765981 Co(HO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554275 LiMnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218686 KVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105354 Sr2MnMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556889 Ba2CoSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173107 LiSb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690568 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753248 Na2FeSO4F3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776295 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570380 LiVP2(HO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201917 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768097 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204184 VSO4F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6817 Ca2V2PbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194238 Fe3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23637 Cs6Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-615173 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754159 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19380 Li8FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17335 Mg2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-627119 LiMoH6NO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-16050 Ba2CoGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194636 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759660 Na3V(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-822 V2S2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-678801 SrTlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758998 Co2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26317 Sr2VMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753602 Na4CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756415 Tl2Mo7O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555885 Mn3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208120 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221016 Li3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18937 La2Mn2Se2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756053 Li2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556459 LiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765149 LiNi3OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772626 Mn3NiSn2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26127 Li2Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863371 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-865272 Li8Ni(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690548 Li3Mn2(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191389 Fe5(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25845 FeB2C6(O3F4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696217 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9175 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174162 Tl2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197162 Rb2CaV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661716 LiCoSnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177786 La17Mn17O54 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281224 CoSn2H12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752568 LiMn3O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764063 LaFeAsO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752788 Li4Cr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558997 Er2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720863 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19497 LiFeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204819 Cs4Zr3Mn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770416 Y2ZrWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757405 FeWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244768 LiTi3MnCr(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227667 VSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209982 K2MnH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557323 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756358 Y2Fe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201214 CsFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753588 MnCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675006 K2HoPWO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768081 NaMoO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760250 VFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20798 LiV3OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1539213 MnNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757633 VPH6C2N3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699587 Li3Cr(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209314 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228876 NiH2SO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227869 Mn2Fe3Cu(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997159 Li2Ti4Ni(PO5)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997161 Tb2FeSbO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550763 V2Bi24O41 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174381 La2CoIrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555537 RbVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849767 KBaNaCaTi4Fe8Si8(O19F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223694 VAg2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194912 Li10Fe3Ni7O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290806 Ba2Mn2Sb2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773455 Li3Mn(SbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763941 LiCdCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558057 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18789 K2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247630 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101185 KSm(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756154 BaFePHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1565491 RbV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32465 LiVCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181308 Li2Mn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752912 AlMo3Se2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215741 LiCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194810 Mn2Zn3(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205375 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204879 KSbMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176265 Co5SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849448 Na5VO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775162 SrLaMnO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753382 Sr3Ca5Mn8O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757417 Li2V(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-697813 LaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076184 KFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757550 Ti2Mn3Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213682 RbNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223484 InMoHSeO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192126 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177792 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753149 Li14V9(P2O7)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704210 Li2V2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559250 Ba3Nb2CoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626088 SrV2(CoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759609 Cs2Te(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1174309 Li3MnP2(O3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210945 SiNiH12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199552 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28936 TlBi(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758775 VZn6P3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1113528 Sr2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763784 CaLa2MnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177472 MgMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765146 BaV2SeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776524 Nb9VO25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763901 Na3MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754919 Rb2MnV2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765036 Cr(Bi7O12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2157 CrH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753481 Na6MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101517 DyMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1285223 La2MgMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
