mp-754904 NdMnPO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744226 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756249 Cu2NiSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177804 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753573 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757079 NaLi2V3O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176597 Mg2V2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752488 LiVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752960 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690560 SrMgMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228444 La4ZnCu2MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180870 CaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177768 NbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13255 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755234 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25455 Li5Fe6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099603 BaV2SeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558221 PrTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147749 K8Li3Cr4O16 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1175114 KSr3La8Mn12O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182695 Mn4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25239 Co(BO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273218 LiV(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103970 CoAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7644 CrBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1075921 NiSeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209465 K2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26948 Li3V4P2O8F9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-772668 K2Mo2H4C4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765600 MnO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753451 Li9Co7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759802 Pr(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176285 Dy2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193654 Li2Co3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302758 Li4MnV(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078539 SrCa7Mn6Al2O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745118 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567486 NaLiV(OF)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216516 Li3CrSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13146 Li4Fe3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780148 LiCrPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199843 Li5Mn2CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111911 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694891 MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175943 MnPH2(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770628 Mg2Tl2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037565 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561817 NaLi2MnPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177789 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641070 TbCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076054 Li4Ti3Fe3(CuO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193478 HoWClO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776066 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19300 Fe(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177993 ZnCoTeBr2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18793 NaV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776279 Mn3Cr2Fe(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557893 Li5Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704944 Rb4Th(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176749 FeOF Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753702 LiNd(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209460 Li2V3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776154 V2Bi8O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775933 LiV(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201772 CsVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209239 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584239 Li4Co3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758726 MgV(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755485 RbHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771648 TbCu(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213335 K4Na4Nb3W5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775301 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541368 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1316653 Li32Mn13Cr3O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26792 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683600 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771263 U(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-3629 Na6TeMo6(H22O23)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555720 Li4Co2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771853 Li17Cr6(Si2O7)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560090 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18800 LiInMo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175864 Li13Mn3Nb2O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280737 K4Cr(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291802 V2Pb14Cl4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771385 Rb2U(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218963 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765023 V4Bi6PbO20 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180501 Cs4U3Mo3O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226872 Li4MnFe3(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228885 Li2MnVP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213122 LiFe2(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228762 CsLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218147 Ba2CrMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213695 Hg2Mo5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19147 Sr4Ca4Fe3Co5O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304922 Li3Mn(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505669 NbTlV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-608357 MoO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1183981 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7942 CrPb2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201039 LiVSi4(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754986 Zn(NiO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756200 TaZn2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21126 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556764 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776054 Sr2V4Te2H2O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557389 Li2TiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753333 Cs2CoSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1201217 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175720 RbNa3Mo2H18O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778756 CrO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560936 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752736 VSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752498 CsMnMo(OF)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-555698 Mo4H12N2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205525 LiNiF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24555 Li4Co5O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757019 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776207 Li4CoO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772572 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1035281 Mn2Cd3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532810 Li2Cr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1102170 Li2FeCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-584339 Co2H31S2N9O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735488 Ba3LaZnReWO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24835 Mn2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558512 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10142 Ca2FeCuSO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101675 KFe(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223582 LaCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100935 Mn2VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561571 Cs2Mn(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767620 Co3C10O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213319 Li4MnFe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216042 Li5Mn2V5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778616 LiMn2P5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3283 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100652 Li4Mn3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769468 Tb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210927 Li4Mn3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176367 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220965 NaVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-623924 Li2Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867956 Dy2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078580 Li6FeO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176452 Dy2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076459 BaTlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753264 CrCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764903 KSc(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756607 La5CoRe3O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18944 Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777882 V3(Bi4O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279062 MnSe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20431 VZnHPbO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194448 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776409 ThCr(IO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19113 Sr2MnCu2(SO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759859 Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752409 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220757 K2UCr(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196616 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176894 V2Hg2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211677 TlIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758711 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849541 SmMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214954 Ti2VHO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211701 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182540 Li6Co(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752965 LiNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754558 CsFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753446 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757865 Na2FeO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218631 LiCr2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761049 Li3AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18729 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754642 K3Ni(NO2)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755536 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26415 K2CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1253395 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-754456 Li2CrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20090 RbEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076674 AlFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100510 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510517 Na2VOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193903 Fe2(CO)9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19148 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24576 Co2SnC8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104615 Co5Sn(BO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867614 LaFeTeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1293197 SrCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753635 BaMg30NiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554839 CoH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778991 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754982 LiTl3(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560522 LiTiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19092 NiH12(N3O2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760833 TaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560793 Li11(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772072 NbVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766594 Gd3Y(FeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568137 CrOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1207871 LiCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311980 Na2Mn(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26326 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19220 CaMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177858 Fe2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558211 Li2Cr(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221048 KNa2CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10460 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3999 FeSi2C4(Cl3O2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550622 Li5Mn(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779765 LiVTe2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211679 CaFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208672 LiVCrP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223484 Li3MnBAsO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758469 Li2VCr(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753628 UV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210136 CaCrBi12(Mo2O17)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553910 Li3Ni5OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28824 Na3MoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204736 LiFeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754657 Cs2NaCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1239377 K2RbSmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296431 Tm2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228163 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175164 Sm2FeAs2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550763 MnCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504583 Be2Tl2Co(O3F4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771270 MnH2SO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753899 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752853 LiVF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775972 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867517 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194599 BaMgCr4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759304 LiLa4MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758912 VH8C2N2O6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182001 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754491 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759826 Fe(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228108 K2CrSO7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-28207 KNaMo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558721 Li4Ti3Ni3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759320 MgMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764245 LiMnV(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760227 Mg2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560755 Rb3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179238 Li4Cr3Co3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558850 KAl2NiP3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209210 CsDy(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752855 Na5VO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557931 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753929 ErCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21302 Li4V3Co3(SbO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764791 Li7Co(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752653 Li3Nb2CrO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780098 NaMo2(P2O7)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-16841 Ni(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849499 Sr2Cr2GaO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214700 CaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17901 VH10SNO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227079 Na3Co2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217532 Co6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867546 NaFe2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227125 Ba3V4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773453 KNiPH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196184 Ta8Cr3O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754873 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210883 TiNi3Sb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4482 Ca4Al6MoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555215 Li5NiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1650315 LiNbNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771340 TiVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756411 Ba2CoSe2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867704 Na6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21874 La2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1311179 Mg3Co2(SiO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19046 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1543041 Bi2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555068 LaFeAsO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223546 Na4Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755657 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37614 K2Mn2Zn4Si4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758030 SrVPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19302 V3Fe2Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176752 CsMoP2HO9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-772428 NaV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754619 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22415 CrSiH12(OF)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-584129 Mn3V2Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180134 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754267 LiCoSnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-557147 VMoO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1228142 K2MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743819 KCrIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757778 BaNaVF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-697458 LiNiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214664 CaTiV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28631 MnNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 BaTb2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768940 Na8(NiO2)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19497 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752946 RbTb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759703 NaCoBO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777412 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770639 MgCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770692 Nd4CoSi4(C2O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772738 Fe6Sn2(CO)23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23839 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-40066 Zn2TeMoO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772426 Li3Fe(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076669 Sr2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
