mp-1218391 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211038 Ba3MnO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560276 VBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776524 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556461 Cu2WO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228549 V2CoP2(H4O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765137 CsY(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101480 LaCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32107 Na3FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765988 Ni3O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757665 Tb2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100610 Li5Ti2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775296 Rb2Be2Ni(O3F4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1080243 TlCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754669 RbVH4(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174783 K4V5CdClO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771648 CeMoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560897 Li24Ti7Cr5O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540146 MoH12C2(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176381 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559155 Li3MnP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504578 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228511 Li5Ni5(SnO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743814 Co3Ni2Te3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-565447 ZnCo4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697764 InCu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-12029 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274989 KMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19220 Rb8Th(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176969 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17450 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227081 MnSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27806 Cs6Si2NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767432 PrV2ZnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720248 Ni(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237178 VPbO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1570791 Li2MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1307869 Ca2NbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19100 LiMn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220562 CrAgO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-29461 CrFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198378 MnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177392 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195392 NaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554913 LiMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753220 CoSiH15N6(OF3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225274 Li9Mn7O16 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1112423 Ca3V2(BiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696441 HoMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10468 Li2Mn5(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555799 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19384 NaVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630859 ScCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744832 Mn2ZnH12(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-782643 Li4Co3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080507 Sr2FeOsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744260 FeCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753568 LiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199268 Rb2Mo2H4C4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100931 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111574 K3MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178864 Ba3V4PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744580 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103214 Li4Mo5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616444 RbNa2V5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756860 Li2AlCr2SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555010 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210812 La12Ga23MoO56 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770715 K2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213413 RbMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207739 Na2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551629 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26600 KCrC4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 VPPb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222009 Cs5Bi(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555665 Li2Ni3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569015 NaVSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208190 TaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173833 ErCoH8C6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764888 Fe21O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177768 ThCd(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754949 K2Be2NiH6F8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684942 CsNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037160 MnCu(AgO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755657 Fe3(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771386 K2RbScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223817 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505361 Y6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221106 NaMg3In(MoO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761043 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223546 CrReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228163 MnC5ClO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555798 TaTlV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31517 CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1237309 Ca2CoTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209919 LiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777469 Li2AlCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756659 Mn3V2Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19431 Zn(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781623 KAlFe2F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199703 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581162 MnH2SO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-887 LiCoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753093 AlV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777408 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28262 BaYb2CoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281224 SrCrHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1184234 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177364 La2NiIrO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771764 BaV2H2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757198 Mg30CrCO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32465 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079563 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720800 Li4V3Fe3(SnO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753985 Li4Al3Cr3(SbO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768433 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229035 RbNa2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100600 Li4Co2C4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558327 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223374 Li4Ti3Co2Sn3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505526 Li3Mn3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-603241 Li2Fe2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111141 NaFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212689 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561554 ZnNi(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557525 RbTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570361 Li5Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554767 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759147 LiMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203753 Fe4OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754731 LiHo(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100750 K2Sc2Mo(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570380 LiVWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199536 MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209985 Mn3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174394 CaVBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297951 MoP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694869 Li6CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11086 Na6NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849421 Sr3Pr3Mn2Cu2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625744 Li3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18973 Li2FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690568 Cr2H2Pb4ClO10F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774338 Y2ZrWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223290 Cd3Co2H44Br12(N3O)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764587 TlV3Cd4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774668 K2MnH2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559125 Cs3La(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6213 PrMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22243 Li2V2SiGeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752736 Sr3Fe2Ag2S2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209837 KNiPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216224 K2BaNi(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312822 RbCr2BiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105117 ErBiW2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753386 CuBi(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753522 Rb2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-5516 MnAs3(PbO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558859 Li2AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177269 Mn12O7F17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770948 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863416 K3V3(BiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194494 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757099 Ba2CoSi2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1099724 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764994 Ti12Mn5(PO4)18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757650 K4V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753612 Li2Ni(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218011 LiMn2Cr2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247654 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755365 MnSe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175166 Rb2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757843 LiFe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772202 MnClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561342 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758665 Fe2Te4HClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-653005 LiNd2Tl(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176438 NiPb2(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773572 KHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768637 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-583853 KLi2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771515 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31900 Ba3TiZnWO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771946 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25868 CsMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177858 Li4Ni(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212602 Na3CrBAsO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768071 Li5Mn17(SiO16)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756906 CsTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752965 La2TiNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715474 Mn7Fe3O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173955 Nd2Te4MoO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510015 RbVPHO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532590 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-695780 Bi14Mo5O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744600 K4MoWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755775 Li5NiO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222468 CaLaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1642421 VCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15999 Rb6U(Mo2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238453 CoMoH24N6ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204734 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18914 Li3Ti2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176488 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1315852 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16974 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228052 Mg4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764993 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209427 Sr4LaMn5O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198559 LiCr(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650315 Li4V3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1262698 Li4CrBi(TeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218284 Zr6Fe2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1662512 Li3Co13O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759085 Li2VO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200926 TlFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694891 Ba2ZnFe2CuF14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221058 Na3VH11IO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226235 BaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275562 MnNi(BiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18786 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558721 VSO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1186126 BaMg2V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19400 Ag6Mo10O33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26127 LiNiSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1265975 HoCrTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745139 SmSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774358 CaCoWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1217119 Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562661 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228485 MoSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176698 La16Mn15O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559316 NaMoO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1098358 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176923 Mn8NO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755622 Ba2Cr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212049 SmMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190858 Li2MnCuO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17170 MnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752913 Li4Cr5Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177116 Mn(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223759 Sr2ZnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759944 Li4TiCo5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756790 Li2V2SiGeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753449 MnZn(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4466 TiMnZn(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178311 Rb5Al(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227861 MgMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227848 CaCrBi12(Mo2O17)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769583 LiLa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510408 CuNi4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228714 Li6MnSb3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26924 Sr3Ca5Mn4(FeO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19417 Ni(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768587 YMg14CoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567273 Cs2Mo(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210896 V4Fe2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759631 MnSn3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771344 Li4MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227118 Ca6Co3RhO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194518 MnO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17006 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555114 MgAlFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214121 Sr10Mg5Mo2(WO10)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105305 MgV(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762538 CsCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-624691 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197022 CsFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12912 RbIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199670 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767620 V3(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626495 Na2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174793 Fe2CoAs2(H5O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756543 CaCeV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 Ca2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174913 Ba2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19009 V2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559004 RbV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756662 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558968 CrCuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9190 CoBi6(SO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756743 LiMnP2(HO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562471 MgFePO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849351 NaCr12Si8ClO28 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218324 Ni3B7IO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25459 Mn3CrCu2(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-891956 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867106 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760042 Cs2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228694 Cs2Cd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541493 PrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196456 NaLiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-674948 VMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556276 CaCrBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743617 V2HO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867597 CoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850397 Li2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18398 V2Cd2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19453 BaZnFe6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765025 Li4Fe3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752708 Te4Mo(OF4)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224662 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542535 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560690 VSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12771 Li3CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178789 Li4Si2NiO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770944 FeMo2H4NO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755064 Li4Mn3Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568377 Nd6Mo10O39 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770912 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774622 Li2NiSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288982 V2Cu2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
