mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-944271 Li7V6Ni5O24 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776296 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674948 Li4Ti3(CoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100554 V2B(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752558 Li3Fe2(PO4)3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-26384 LiMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559672 KMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176749 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698432 Nd2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218744 K2Th3Mg(MoO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560733 V(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542979 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556308 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-641097 NaCaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180305 BaNaCrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203528 BaMnV2(AgO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226075 SrDyCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 CoOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179980 LaMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111102 Mg8Mn3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775209 Li4Ni(PO3)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753052 KCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193851 Rb2Mo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766383 ErCrHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078518 Li2NbCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642792 Li2Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288892 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-602511 LiFe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756204 LiFeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777351 LaCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755727 ScTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1183253 RbV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562513 V2P4PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530137 MnAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761495 K2Mn3H6S3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211601 YMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770944 La2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705680 SrEu2Fe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220979 BaCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758951 NbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224929 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771015 Na5(NiO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770907 Tb2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111145 Na2Mn(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555364 KV3Cu5O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198436 BaMn8O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301681 Cr2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100486 BaCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761573 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183128 Ni2P2(C2O3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1314584 LiFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767632 Mo4H8N2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22754 Li3MnBAsO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556429 Mn(ReO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644129 La2Fe(SeO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175120 Li4CoOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573369 Li4Mn3Fe(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755979 Sr2NbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17159 Tl2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771882 MgVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211702 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759751 Ba3In2MoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196969 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174288 Na2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622619 RbV2I3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101205 MnTlF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1266240 VO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755093 LiTiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25455 SbMoOF9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16841 Li3MnP2(O3F2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849459 Mn3(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774621 Li9Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-608016 VZnBiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227838 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19034 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555776 UV2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228358 TiFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867733 VSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176421 MnBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758077 MgCr4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744439 KMn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105034 FeSb4C6(O3F11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561342 Na2FeH7(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765646 Ba5V3HO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766582 Ba2FeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559250 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763344 Cr2P2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757596 KV3Cd4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-29148 Li12V3NiP4(CO7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559941 KV2PO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22974 Cr2Ag2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560628 K2MoS3O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288520 Li9Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176222 BaCa(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177598 KLiSm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1651187 Li2MnOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764274 K4V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780408 Li2Co2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10189 LaCrHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2297 Cs2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756659 SmMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100935 VH12C6NO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753436 Li3CrSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765679 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038358 Li2VBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558848 NbTlWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753193 Rb6U5V2O23 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-767807 NaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698262 KNa7V7MoO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745159 Mn3Cr3(TeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542205 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19401 YV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744268 Co3(O2F)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176494 K2Fe2P2O7F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661570 CoB10(H13O4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036333 K4CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715474 Li5Co3(NiO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18914 Ba2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12278 Li8FeO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197022 CaCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755163 Mg2MnWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754619 Li5NiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746681 Na2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180698 MoPb2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756174 KBaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744841 Nb15MoO40F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770883 Sr10Mg5Mo(W2O15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755055 KBaMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765511 Na5Mn2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193284 Na6Cr2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19021 YCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-687090 LiCo(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754438 CrCo3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197678 Na3VP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1322089 La2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203622 LiCo(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1171226 VAg2AsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765735 VH8C2NO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510755 Li5Mn3Cu(PO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208685 LaSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758090 Li2CrSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208461 Rb3Li2Al(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770892 Li2NbFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222591 NaFeH4SO6F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-735662 Li(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193015 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076121 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767722 LiCr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203219 Sr2TiMnO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174357 V2SiO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770678 Fe3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758875 NiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760981 KTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220749 Fe3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560755 CaVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6399 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849631 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105842 TiMnH12(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225720 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757075 V3Cr2Ni(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754919 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1189324 Ca2LaMn3O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11995 NaCoO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-560330 LiVF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776732 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31514 CaCr2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753531 Li3Cr(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174383 Li2Mn3O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176816 MnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208045 Na2Fe3(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753001 Ba6Ga2Co11O26 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192793 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759771 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175096 Li3Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037015 LiV(Si2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570351 NiTe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683668 Ca3MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616610 MnPH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211136 K3(MoO3)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757110 Li4Co2C4SO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758022 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756774 Li9Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204446 Zn2MoSeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21437 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296109 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18741 FeH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19148 NiH12S2(NO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558509 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228802 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560699 Li3Si2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756015 Sr2ScNiPO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650817 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756667 KSr3La8Mn12O36 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-865024 Ba2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774305 Sr3MnRuO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1662148 Li4Ti3Mn3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559155 Li2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779078 ThV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19447 Li3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863293 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227706 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18251 FeWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18761 Tl3Mo4(P2O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753494 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208868 BaMnAlF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572452 Ca4Mn3CrO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18809 CoH6(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546936 Ba3Ta2NiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753396 K3V3(BiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195674 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1112565 Sr5V3BrO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569015 Na3Mn2BO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-703684 K2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752936 Ga2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759391 VCu2HO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651106 Yb6Mn25(Cl3O10)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754083 Li2Si12(NiO6)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759201 Ba2Ca3Tl2(CoO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755080 LiPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504651 Zn2Ni3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178498 Li2Ti3MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3872 Nd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758908 Tl2Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213270 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-623924 Li17(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556157 RbFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228131 MoH12N3O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764405 CaFe3Si2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101535 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18786 Ca2Mo2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651726 Tl2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200957 TbMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558512 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095252 CaCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214706 CsTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760019 Li2FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202541 MgMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758095 VBi2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223519 Ba2Mn2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720248 Sr3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756248 TiMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13694 CaCoBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757858 NaCo2H3(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705013 CaMg14VO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1143651 NaNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779092 Co2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759911 LiMnPH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754959 Fe4O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510638 CoSb2Br2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759170 UMo4PbO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182808 LiMn2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227255 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175617 NaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558402 KVSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1638849 K3Mn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173735 MoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211004 Mn3Fe3(CoO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19397 Ca2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211497 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197420 NaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753093 NiCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1021504 CoHRu(CO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18814 CoN6(ClO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-705562 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560955 Li2MnGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177773 Co6C13(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1644732 NaVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216293 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176447 Li3Ti(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772718 Rb2Cr2Cd(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209155 Ba2TaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758172 CaU(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-743614 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-677260 Fe5(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572800 Zn2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194096 MgVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31739 La2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753080 Mn3FeCo2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23999 Sr2YAlCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30163 CsSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173879 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302887 CaVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228475 CoH15Br2(N3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199703 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176576 MoH12C4S2(BrO2)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-26971 Fe2C9(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531264 Sr2FeCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201319 Li4Ti3Nb3Cr2O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766032 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218466 Fe6Bi(P3O13)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705070 Li2Mn3NbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780469 NaNi4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220143 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863396 CsK2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561048 Fe5(OF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705895 Sm2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759543 Li3VF8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558822 Zn(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1112254 BaCo2P2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561028 Ca2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684942 LiMo2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752984 Ni5(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753433 Li32Mn11Cr5O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763497 CaMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191080 Ba2Mg2Tl2Fe3O10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-15871 Li4MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771701 Na2VHgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764574 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555930 KFeH2S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754639 Li3MnFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
