mp-1178577 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218597 LiV3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754438 CrBi8O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211810 Na4Th(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759937 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4996 CaVBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-650817 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12822 MgMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18812 SrZnCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226964 Li6Mn5SbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777874 NaLiMo(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771270 LiCrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757519 BaFe12O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178448 MnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216423 Rb2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18827 Ca2VMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1172361 Cr2H2Pb4ClO10F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179980 Fe4O5F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203641 V3Pb5O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194494 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760313 CaCr3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735513 Li6Ca12Mo4N16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079391 LaSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764763 SrLaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192358 Li2Cr2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177582 LiVOF4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-767447 Na5Mn3S4(O4F)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774358 CrReO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1037086 Ba2MgV2CuF14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560484 La2GaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770948 Mn2InC10ClO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651106 K5Na3(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200032 Cs3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1262776 KCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101185 V2ZnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-3781 Li2MnSnO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-756840 TaTiCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21664 VNO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222520 Na2YMoPO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760228 Cr2C13SN3(O2F)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223991 Ce2FeAs2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558005 BaFe2P2O7F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193226 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210136 Na3SmMn3(AsO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173115 Mg(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867555 Li4MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554275 Li2MnPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704535 Na5Mn3F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201916 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778844 Li2Ti3Co(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769634 Mn2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5772 Li2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743839 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768551 V2Sn(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1172871 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780583 TaNb3V4O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1660522 KV3Cd4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197638 Li2MnSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193903 Na2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758930 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221899 VOF Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756042 SmV2BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193859 Ni3Sb4(OF)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27479 Li2Mn3(SeO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758472 Nb2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177356 MnTl2H2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765470 NiSb3XeF23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176576 Cr2P4Pb3O16 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-20564 K8Zr(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761000 Cs2NaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1309 La4Co3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768728 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211463 Tb2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774303 Li8Mn7Sb(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17006 Fe21Ni9O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4902 Li2Fe3SnO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757411 La2NiMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221841 Na2Li8U11(WO22)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180459 SmFePO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562339 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-947 LaZnFeMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-1361 CrHg3(SO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221438 LiTiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754419 Li7Mn(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176316 LaMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771344 Li9Si2NiO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37779 LiNbCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561754 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 CoBi(CO)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1031428 Cs6Si2NiO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-32471 LiVPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175489 TeMoCl7O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193056 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771087 BaNd(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174700 CaMn2(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767248 CsEu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211273 V2O3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764721 Ti5V(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301487 Li7Co5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778751 Y10W2O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-586 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753688 Li2TiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753595 LiMn2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757774 MoOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200210 Li32Mn11Cr5O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190924 K2Zn2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770957 CoH14C2N10(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282857 V3OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25845 RbMoIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18989 Mn(ReO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735578 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764934 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753591 Na6MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758195 LiVOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759059 Co(ReO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198857 Na2HoPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197393 Bi14Mo5O36 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752518 CoNF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774312 Sr3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757006 CoH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21512 Rb4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627344 Na2ErPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780532 Na4Ni(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558075 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705424 Fe3WC14(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561139 Ca2Fe2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100503 Ni(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076529 Mo2H2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192851 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217766 TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1261131 NaNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559242 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228358 MgV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221998 Li2CoSn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205495 Na2Te4MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302410 TaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753985 Na5VO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195697 CsVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16994 Cr(Bi7O12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18837 ErTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768850 CaLaFeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555962 Na2MoAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556026 Sr5Fe4MoO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178337 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863379 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176690 LiCo(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754946 V2OF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772434 Na2Cr2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760250 CrH20N2O6F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208045 KCr2AgO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19209 Ni2P4C11S2(OF8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203413 Li2MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541211 SrNi2P2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16772 MgNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180509 Sc2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076479 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173973 Li2VSO4F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272771 Li6MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213944 LiFeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18908 Y2Co2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541177 Rb7VSiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765293 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753613 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200193 Li5Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555102 Li3CrSiBO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10905 Sr2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28398 Li2Mn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18723 Li2MnVP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209472 LiMnAlO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272379 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643564 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768406 Mo2PbSe2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773188 MgFe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218842 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179238 LiFeSO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19487 Mg(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227632 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759093 KCrCdC6N6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756993 Na7Cr4P9O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26989 V3(HO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780105 KVH2SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25464 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178065 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1643767 FeCuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301543 CaNiF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774606 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201833 LiMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101657 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773500 Fe3Co3(TeO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763178 RbV3Cd4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760266 Cs2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540624 MgMoH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227324 La4Fe3NiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1280961 LuVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-630859 Li2TiCr(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203525 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210292 Li2Mn3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275601 NaMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771388 NaLi2CoPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705358 SrCa7Mn8O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286441 LiCrSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763339 Na2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720332 LiVMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1253612 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209245 KLaMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780672 TbCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176402 Mo2H12C4N2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19213 RbLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1301229 CdTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221840 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197871 Li11V4F24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753994 BaCuWO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775520 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174246 Li5Ti2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176761 Li5Fe2(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194049 Co4Se3Cl2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764760 CoSiC4Cl3O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1195661 LiMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765146 KV4Ag11O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753924 YAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194849 K5Mo4O14F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217119 ZnCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226430 Co2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226647 Na2Co5Mo4(ClO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24828 LiVSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208115 V2PbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211565 Li2Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212063 Ba3NiSb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1354 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18969 LiVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16678 Nd2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19251 RbHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777388 Cr8Bi4O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078361 LiMnH8(SO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274544 Rb2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696104 TlV3(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3987 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753343 Li2VCr(P2O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-743600 Co3Bi(CO)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192103 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221366 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196979 BaPrTaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219828 Zn(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209315 FeSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752971 Ba3CaTiWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697819 TlV2I3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202316 RbNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291800 Na2CaV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1157156 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176852 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18988 VGa(TeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766558 LiVSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568377 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-636746 Ni3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22296 HoSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19378 LiNd(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755125 Li19Mn4P8O35F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22224 Li8Fe(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179407 La6Mo8O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766445 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753281 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198653 KCrNiOF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1094123 Li5Fe3(SbO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18956 Li2MnSi4O11 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1216930 RbCrO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205440 Cr(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763347 Li2FeP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176658 V2Fe3Co(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22025 TmWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561037 SrMo2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1362988 Pr2B2MoO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201989 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761233 Nb12WO33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200595 YCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770761 Ca(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180441 RbEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757166 LiCoC8(N2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19406 Mg30CrCO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19156 VO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192021 VMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210849 Li2MnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867552 Ti2FeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774339 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1307768 Na3NiAsCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26104 LiFe2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1565994 Li3Fe4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18137 CoH12(BrO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225946 NaSbMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554123 K8UCr4(NO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10370 Co3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755407 Na3VBPO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626540 Na4Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752941 LiMnP3H8O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1573955 MoH12N3O3F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100598 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648633 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762980 Cr3B7ClO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554477 Li4Ti3(CoO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560756 CsMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176935 Rb2V2Cu(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17541 Li4Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191389 Sr2YAlNi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555417 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755545 Li10Si2NiO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221077 CoH17S2N5ClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765511 BaHo(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17967 Li4CrSb(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175969 Mn7(AsO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179251 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216992 Li2V2P4H6O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
